customer_id,customer_name,total_sales
RB-19570,Rob Beeghly,528.55
AY-10555,Andy Yotov,497.01
CR-12625,Corey Roper,475.9
MS-17530,MaryBeth Skach,475.66
JS-15940,Joni Sundaresam,469.17
EC-14050,Erin Creighton,461.91
KM-16660,Khloe Miller,453.54
KW-16570,Kelly Williams,449.1
TT-21265,Tim Taslimi,439.5
ST-20530,Shui Tom,433.34
VG-21805,Vivek Grady,427.37
SS-20590,Sonia Sunley,418.49
BT-11485,Brad Thomas,415.2
MH-17440,Mark Haberlin,400.02
BW-11065,Barry Weirich,385.52
JD-16015,Joy Daniels,385.43
JK-15325,Jason Klamczynski,383.81
VM-21835,Vivian Mathis,380.69
NF-18475,Neil Französisch,377.16
MS-17830,Melanie Seite,370.35
LS-17230,Lycoris Saunders,368.88
AG-10300,Aleksandra Gannaway,367.55
EM-14200,Evan Minnotte,366.82
HJ-14875,Heather Jas,358.1
DW-13540,Don Weiss,344.08
LT-16765,Larry Tron,329.88
BD-11560,Brendan Dodson,320.54
LH-17020,Lisa Hazard,318.24
JH-15430,Jennifer Halladay,309.28
JM-15580,Jill Matthias,303.95
CM-12445,Chuck Magee,287.99
LH-16750,Larry Hughes,287.43
SC-20845,Sung Chung,280.63
SC-20800,Stuart Calhoun,279.26
NB-18580,Nicole Brennan,273.87
BF-11080,Bart Folk,272.95
DD-13570,Dorothy Dickinson,269.54
BN-11470,Brad Norvell,265.3
AR-10510,Andrew Roberts,264.86
HD-14785,Harold Dahlen,251.36
SM-20005,Sally Matthias,244.49
PL-18925,Paul Lucas,239.48
GP-14740,Guy Phonely,236.53
EM-14065,Erin Mull,228.99
GT-14755,Guy Thornton,226.44
RB-19645,Robert Barroso,221.08
HH-15010,Hilary Holden,218.67
AG-10390,Allen Goldenen,200.95
JJ-15760,Joel Jenkins,195.0
AG-10765,Anthony Garverick,170.58
ML-18265,Muhammed Lee,162.23
AO-10810,Anthony O'Donnell,161.28
PT-19090,Pete Takahito,160.57
DA-13450,Dianna Arnett,156.76
MO-17950,Michael Oakman,154.29
GH-14665,Greg Hansen,146.94
PB-19210,Phillip Breyer,132.74
BO-11425,Bobby Odegard,130.83
EL-13735,Ed Ludwig,124.28
CC-12550,Clay Cheatham,113.83
RM-19750,Roland Murray,98.35
KS-16300,Karen Seio,88.47
AR-10570,Anemone Ratner,88.15
FW-14395,Fred Wasserman,79.75
JC-15340,Jasper Cacioppo,71.26
AS-10135,Adrian Shami,58.82
LB-16735,Larry Blacks,50.19
RE-19405,Ricardo Emerson,48.36
SG-20890,Susan Gilcrest,47.95
RS-19870,Roy Skaria,22.33
MG-18205,Mitch Gastineau,16.74
CJ-11875,Carl Jackson,16.52
LD-16855,Lela Donovan,5.3
TS-21085,Thais Sissman,4.83
