customer_id,customer_name,order_id,sales
LE-16810,Laurel Elliston,CA-2016-157245,641.96
LH-16900,Lena Hernandez,US-2014-156559,638.82
AJ-10945,Ashley Jarboe,CA-2017-133004,638.73
BP-11290,Beth Paige,CA-2016-142398,638.29
CC-12220,Chris Cortes,CA-2016-145730,637.9
SZ-20035,Sam Zeldin,CA-2015-154284,637.44
VF-21715,Vicky Freymann,CA-2014-113880,634.12
TB-21250,Tim Brockman,CA-2015-141040,631.96
MM-17260,Magdelene Morse,CA-2016-120355,631.78
GW-14605,Giulietta Weimer,CA-2017-155075,631.18
ON-18715,Odella Nelson,CA-2016-130820,630.02
SK-19990,Sally Knutson,CA-2017-119193,629.96
KB-16600,Ken Brennan,CA-2017-159156,629.95
GM-14500,Gene McClure,CA-2015-127173,629.93
CC-12100,Chad Cunningham,CA-2014-136399,627.17
MB-18085,Mick Brown,CA-2017-144498,627.17
RD-19930,Russell D'Ascenzo,CA-2015-139248,623.96
DS-13180,David Smith,CA-2015-163055,622.45
CS-12355,Christine Sundaresam,CA-2015-142755,619.95
CM-12190,Charlotte Melton,CA-2017-146164,607.52
LS-17200,Luke Schmidt,CA-2014-115084,605.34
PO-18865,Patrick O'Donnell,CA-2014-120838,604.75
PB-19105,Peter Bühler,CA-2014-128888,604.66
TZ-21580,Tracy Zic,CA-2014-163419,603.92
VS-21820,Vivek Sundaresam,US-2015-165512,602.65
KM-16225,Kalyca Meade,CA-2015-108665,601.65
JS-16030,Joy Smith,CA-2017-163265,600.56
EA-14035,Erin Ashbrook,CA-2015-158939,599.99
KE-16420,Katrina Edelman,US-2015-166520,599.9
KN-16390,Katherine Nockton,CA-2015-154823,598.46
TS-21160,Theresa Swint,CA-2015-149342,595.38
ML-18040,Michelle Lonsdale,CA-2017-168655,595.0
PG-18820,Patrick Gardner,CA-2016-103464,595.0
DB-13660,Duane Benoit,CA-2017-121853,594.82
CW-11905,Carl Weiss,CA-2017-152436,592.74
NL-18310,Nancy Lomonaco,US-2017-163790,590.35
JR-15670,Jim Radford,US-2015-103471,590.06
EH-14185,Evan Henry,CA-2016-167115,588.78
CS-11950,Carlos Soltero,US-2014-141257,585.55
BP-11095,Bart Pistole,CA-2014-162992,583.8
NG-18355,Nat Gilpin,CA-2017-120019,579.51
SW-20755,Steven Ward,CA-2016-137050,579.14
HA-14905,Helen Abelman,CA-2017-130141,579.14
SC-20020,Sam Craven,CA-2015-147690,577.58
LW-16825,Laurel Workman,CA-2014-160773,575.92
JK-15370,Jay Kimmel,CA-2016-122581,573.17
EM-13960,Eric Murdock,CA-2015-156566,572.8
CM-11815,Candace McMahon,CA-2017-121489,572.58
MK-18160,Mike Kennedy,CA-2017-128755,571.44
PR-18880,Patrick Ryan,US-2017-109253,568.73
PN-18775,Parhena Norris,CA-2016-138597,563.94
VT-21700,Valerie Takahito,CA-2015-167010,563.81
BP-11050,Barry Pond,CA-2016-160535,563.4
CS-12490,Cindy Schnelling,CA-2016-118073,562.29
AG-10525,Andy Gerbode,CA-2014-158281,559.71
Co-12640,Corey-Lock,CA-2015-147501,558.4
AZ-10750,Annie Zypern,CA-2016-100993,557.73
HF-14995,Herbert Flentye,CA-2016-117681,556.67
SV-20935,Susan Vittorini,CA-2017-116953,552.0
MF-17665,Maureen Fritzler,US-2014-169789,551.99
VP-21730,Victor Preis,CA-2017-105333,546.06
TM-21490,Tony Molinari,CA-2017-108791,543.92
RM-19375,Raymond Messe,US-2017-127292,542.94
EG-13900,Emily Grady,US-2016-150861,542.65
SH-19975,Sally Hughsby,CA-2017-101805,541.24
NG-18430,Nathan Gelder,CA-2017-130386,540.05
TT-21220,Thomas Thornton,CA-2017-162075,537.54
SN-20710,Steve Nguyen,CA-2015-117415,532.4
DB-13405,Denny Blanton,CA-2017-157091,526.45
EB-13930,Eric Barreto,US-2017-106551,526.34
AR-10345,Alex Russell,US-2014-115189,523.76
RR-19315,Ralph Ritter,CA-2017-162565,520.46
RF-19735,Roland Fjeld,CA-2015-111206,519.96
CC-12430,Chuck Clark,CA-2017-166695,518.27
SW-20350,Sean Wendt,CA-2016-128517,517.9
AG-10495,Andrew Gjertsen,CA-2015-162201,516.96
MT-18070,Michelle Tran,CA-2017-140963,514.17
CA-12055,Cathy Armstrong,CA-2016-107328,513.02
TC-21145,Theresa Coyne,CA-2017-124205,512.96
RA-19945,Ryan Akin,CA-2014-169775,505.18
NR-18550,Nick Radford,CA-2017-140872,503.96
HM-14980,Henry MacAllister,CA-2015-129917,503.96
PG-18895,Paul Gonzalez,US-2017-135986,503.96
BS-11800,Bryan Spruell,CA-2017-135279,501.81
AA-10375,Allen Armold,CA-2016-131065,499.98
MF-18250,Monica Federle,US-2017-162670,494.97
EM-14095,Eudokia Martin,CA-2015-163237,494.97
EM-13825,Elizabeth Moffitt,CA-2017-114258,492.77
MS-17710,Maurice Satty,CA-2015-134257,491.55
BG-11740,Bruce Geld,CA-2017-135419,486.37
DL-12865,Dan Lawera,US-2016-125402,483.14
DW-13585,Dorothy Wardle,CA-2015-162950,482.94
JP-16135,Julie Prescott,CA-2016-146171,481.32
CA-12310,Christine Abelman,CA-2017-120936,481.32
JP-16135,Julie Prescott,US-2016-111528,481.32
JB-15925,Joni Blumstein,CA-2015-169397,479.99
AB-10255,Alejandro Ballentine,CA-2017-126662,479.98
CS-11860,Cari Schnelling,CA-2014-124618,479.98
KB-16315,Karl Braun,CA-2017-147354,479.98
AA-10480,Andrew Allen,CA-2016-114601,479.97
AB-10150,Aimee Bixby,CA-2014-169061,479.97
ML-17395,Marina Lichtenstein,CA-2016-168830,479.97
BM-11785,Bryan Mills,CA-2014-106971,475.94
PB-19150,Philip Brown,CA-2015-137526,464.85
SP-20545,Sibella Parks,CA-2016-123666,459.95
NS-18640,Noel Staavos,CA-2016-162187,458.43
BN-11515,Bradley Nguyen,CA-2016-169943,454.9
TS-21340,Toby Swindell,CA-2015-153416,454.86
JO-15550,Jesus Ocampo,CA-2015-132101,453.58
LP-17080,Liz Pelletier,CA-2016-116722,451.15
CM-11935,Carlos Meador,US-2016-135923,451.14
AJ-10960,Astrea Jones,CA-2014-113362,449.15
MC-17635,Matthew Clasen,CA-2016-139010,449.15
DC-13285,Debra Catini,CA-2015-117884,447.94
FG-14260,Frank Gastineau,CA-2014-152443,447.86
CG-12040,Catherine Glotzbach,CA-2016-140081,447.7
CR-12820,Cyra Reiten,CA-2017-159149,438.34
AP-10720,Anne Pryor,US-2016-103674,437.47
RH-19600,Rob Haberlin,CA-2015-157322,435.5
GG-14650,Greg Guthrie,CA-2017-131807,435.17
DB-13360,Dennis Bolton,CA-2016-139556,434.65
SM-20905,Susan MacKendrick,CA-2016-129280,431.98
CK-12595,Clytie Kelty,CA-2017-100902,431.16
KB-16405,Katrina Bavinger,CA-2017-161067,419.4
RD-19810,Ross DeVincentis,CA-2017-127474,419.4
MV-17485,Mark Van Huff,CA-2017-169894,415.87
JF-15190,Jamie Frazer,US-2016-155103,415.18
SS-20140,Saphhira Shifley,CA-2017-164756,411.98
TC-21475,Tony Chapman,CA-2017-121419,411.8
DH-13675,Duane Huffman,CA-2014-105249,411.33
DK-13150,David Kendrick,CA-2014-166191,408.74
MB-17305,Maria Bertelson,CA-2016-118759,408.01
PS-18760,Pamela Stobb,CA-2015-143147,399.54
EH-14005,Erica Hernandez,CA-2014-140165,398.35
DL-13330,Denise Leinenbach,CA-2015-109337,393.54
KC-16675,Kimberly Carter,CA-2016-138695,390.27
TC-21535,Tracy Collins,CA-2016-157217,389.97
FM-14380,Fred McMath,CA-2015-124499,389.97
JS-15685,Jim Sink,CA-2017-104864,389.06
JB-15400,Jennifer Braxton,CA-2017-132339,387.99
AH-10585,Angele Hood,CA-2014-162278,383.96
JM-15655,Jim Mitchum,US-2016-108777,383.95
RF-19840,Roy Französisch,CA-2016-136686,383.64
NB-18655,Nona Balk,CA-2016-140928,383.44
TH-21235,Tiffany House,CA-2017-132682,381.58
AH-10120,Adrian Hane,CA-2016-145261,377.45
DO-13435,Denny Ordway,US-2015-168935,375.46
MZ-17335,Maria Zettner,CA-2015-117611,371.97
IG-15085,Ivan Gibson,CA-2015-101000,370.14
RP-19270,Rachel Payne,CA-2015-135251,369.2
DP-13000,Darren Powers,CA-2015-105347,368.91
DL-13315,Delfina Latchford,CA-2016-146941,361.92
BF-11275,Beth Fritzler,CA-2017-161130,361.38
PS-18970,Paul Stevenson,CA-2017-111591,359.32
BT-11485,Brad Thomas,CA-2015-165085,355.96
MC-17575,Matt Collins,CA-2015-117772,353.88
BT-11440,Bobby Trafton,CA-2014-151946,353.57
AF-10885,Art Foster,CA-2014-114181,349.97
MR-17545,Mathew Reese,US-2017-139465,347.97
BB-10990,Barry Blumstein,CA-2015-141810,344.7
PO-19195,Phillina Ober,CA-2015-110891,344.37
AB-10015,Aaron Bergman,CA-2016-140935,341.96
CS-12130,Chad Sievert,CA-2014-118962,340.14
PA-19060,Pete Armstrong,CA-2015-129476,339.96
LC-16870,Lena Cacioppo,CA-2015-150770,339.96
LH-17155,Logan Haushalter,US-2016-131149,338.04
XP-21865,Xylona Preis,CA-2014-114335,337.09
AS-10630,Ann Steele,CA-2017-100314,336.51
BD-11620,Brian DeCherney,CA-2017-130211,333.09
GA-14725,Guy Armstrong,CA-2014-168368,332.94
VG-21805,Vivek Grady,CA-2014-103191,331.54
RC-19825,Roy Collins,CA-2016-125318,328.22
EH-13990,Erica Hackney,CA-2016-124100,328.0
JB-16000,Joy Bell-,CA-2017-124674,327.73
BW-11065,Barry Weirich,CA-2017-157413,324.74
TT-21265,Tim Taslimi,CA-2015-162369,323.1
KA-16525,Kelly Andreada,CA-2017-168641,321.57
TB-21055,Ted Butterfield,CA-2016-111682,319.41
CD-11980,Carol Darley,CA-2017-144596,318.96
DW-13195,David Wiener,US-2016-127971,318.43
SJ-20215,Sarah Jordon,CA-2017-113355,317.06
SJ-20215,Sarah Jordon,CA-2017-100615,317.06
BF-10975,Barbara Fisher,CA-2016-100041,314.55
HG-14845,Harry Greene,CA-2017-141873,314.35
AW-10840,Anthony Witt,CA-2017-143798,310.88
JJ-15445,Jennifer Jackson,CA-2015-120915,307.98
JW-15955,Joni Wasserman,CA-2017-163510,304.45
AB-10165,Alan Barnes,CA-2015-115945,304.23
TB-21355,Todd Boyes,CA-2017-159464,302.94
DO-13645,Doug O'Connell,CA-2017-118003,302.94
JH-15910,Jonathan Howell,CA-2016-130162,302.38
MS-17530,MaryBeth Skach,CA-2015-108119,301.96
EM-14200,Evan Minnotte,CA-2017-167549,298.12
JC-16105,Julie Creighton,US-2014-167738,292.27
JF-15490,Jeremy Farry,CA-2015-133445,291.17
SS-20875,Sung Shariari,CA-2015-163965,290.35
CR-12625,Corey Roper,CA-2014-111003,289.2
CS-12460,Chuck Sachs,US-2017-126179,287.97
CS-12175,Charles Sheldon,CA-2017-117632,285.48
NK-18490,Neil Knudson,CA-2016-102561,284.08
LS-17245,Lynn Smith,CA-2014-124730,279.96
SP-20650,Stephanie Phelps,CA-2016-136770,279.96
SS-20515,Shirley Schmidt,CA-2015-103135,279.86
TR-21325,Toby Ritter,CA-2016-160815,278.4
RC-19960,Ryan Crowe,US-2014-112872,275.49
LH-16750,Larry Hughes,CA-2017-133235,271.96
NF-18475,Neil Französisch,US-2015-100069,269.98
RD-19720,Roger Demir,CA-2016-149762,268.7
JK-15325,Jason Klamczynski,US-2014-168501,267.96
MS-17980,Michael Stewart,CA-2017-117667,255.97
SF-20065,Sandra Flanagan,CA-2014-113383,254.9
JS-15940,Joni Sundaresam,US-2015-101399,254.74
EC-14050,Erin Creighton,US-2016-169369,249.95
LO-17170,Lori Olson,CA-2017-141572,247.44
DS-13030,Darrin Sayre,CA-2017-131954,242.94
GB-14530,George Bell,CA-2016-159912,241.92
MH-17440,Mark Haberlin,CA-2016-163048,241.5
BD-11770,Bryan Davis,CA-2017-115105,240.78
AM-10360,Alice McCarthy,US-2015-107944,239.97
RE-19450,Richard Eichhorn,CA-2015-151589,239.9
MS-17830,Melanie Seite,CA-2016-131296,239.37
SW-20245,Scot Wooten,CA-2017-111717,239.36
SC-20845,Sung Chung,CA-2017-117646,237.1
BD-11635,Brian Derr,CA-2015-110814,232.4
BM-11575,Brendan Murry,CA-2016-160304,231.98
AG-10300,Aleksandra Gannaway,CA-2014-147298,230.28
JH-15820,John Huston,CA-2017-132122,228.92
JD-16060,Julia Dunbar,CA-2017-168123,221.16
JF-15295,Jason Fortune-,US-2017-110604,220.96
BK-11260,Berenike Kampe,US-2014-140452,214.95
KW-16570,Kelly Williams,US-2015-124219,212.94
VG-21790,Vivek Gonzalez,CA-2016-151092,211.17
MM-18280,Muhammed MacIntyre,CA-2015-132941,207.98
LT-16765,Larry Tron,US-2015-122910,201.58
AC-10660,Anna Chung,CA-2016-161928,201.58
SS-20590,Sonia Sunley,CA-2016-166275,199.99
PB-18805,Patrick Bzostek,CA-2017-156958,199.9
RB-19570,Rob Beeghly,US-2016-104815,198.74
LS-17230,Lycoris Saunders,CA-2015-118955,197.37
KM-16660,Khloe Miller,CA-2017-154116,196.78
AG-10330,Alex Grayson,CA-2017-142909,182.55
HE-14800,Harold Engle,CA-2017-140480,174.95
CD-12280,Christina DeMoss,US-2017-132444,169.68
BN-11470,Brad Norvell,CA-2014-138527,166.84
HJ-14875,Heather Jas,CA-2016-166772,163.88
AO-10810,Anthony O'Donnell,CA-2016-148096,161.28
SC-20800,Stuart Calhoun,CA-2015-155761,159.98
EM-14065,Erin Mull,CA-2014-127691,159.98
MG-17890,Michael Granlund,CA-2017-121125,156.79
BD-11560,Brendan Dodson,CA-2015-163923,151.96
NB-18580,Nicole Brennan,CA-2014-164385,143.95
AS-10240,Alan Shonely,CA-2014-149958,142.78
ST-20530,Shui Tom,CA-2014-163559,139.44
JD-16015,Joy Daniels,CA-2017-156818,132.6
VM-21835,Vivian Mathis,CA-2016-115476,129.98
BO-11425,Bobby Odegard,CA-2017-158386,124.75
JH-15430,Jennifer Halladay,CA-2017-105620,120.0
DW-13540,Don Weiss,CA-2017-132521,119.96
JJ-15760,Joel Jenkins,CA-2015-103205,119.96
AG-10765,Anthony Garverick,CA-2015-110947,113.1
HH-15010,Hilary Holden,CA-2014-135699,109.92
LH-17020,Lisa Hazard,CA-2015-114923,107.98
SM-20005,Sally Matthias,CA-2014-148488,106.34
JM-15580,Jill Matthias,CA-2016-136021,105.55
GP-14740,Guy Phonely,CA-2015-117961,104.9
HD-14785,Harold Dahlen,CA-2014-119172,104.58
EH-13945,Eric Hoffmann,US-2016-110156,100.7
AY-10555,Andy Yotov,CA-2017-137428,97.18
BF-11080,Bart Folk,CA-2017-140676,94.85
PT-19090,Pete Takahito,US-2016-152373,93.46
AR-10510,Andrew Roberts,CA-2016-147536,89.97
EL-13735,Ed Ludwig,CA-2016-113061,86.62
PL-18925,Paul Lucas,US-2016-113509,83.98
DD-13570,Dorothy Dickinson,US-2014-104759,79.98
ML-18265,Muhammed Lee,CA-2017-132262,79.98
GH-14665,Greg Hansen,CA-2017-136539,78.85
RM-19750,Roland Murray,CA-2017-168193,71.97
AG-10390,Allen Goldenen,CA-2014-158470,71.28
PB-19210,Phillip Breyer,CA-2016-164938,69.93
GT-14755,Guy Thornton,CA-2015-105725,61.06
RB-19645,Robert Barroso,CA-2016-107615,58.58
CM-12445,Chuck Magee,CA-2016-133697,56.69
AR-10570,Anemone Ratner,CA-2016-157588,51.75
MO-17950,Michael Oakman,US-2015-122140,50.12
KS-16300,Karen Seio,CA-2017-155824,48.78
RE-19405,Ricardo Emerson,CA-2014-165477,48.36
CC-12550,Clay Cheatham,CA-2017-169901,47.98
JC-15340,Jasper Cacioppo,US-2017-129441,47.94
FW-14395,Fred Wasserman,CA-2016-139409,43.6
AS-10135,Adrian Shami,CA-2017-162929,41.28
DA-13450,Dianna Arnett,US-2017-158512,40.08
LB-16735,Larry Blacks,CA-2017-154088,26.72
SG-20890,Susan Gilcrest,CA-2016-144337,19.65
CJ-11875,Carl Jackson,CA-2016-163951,16.52
MG-18205,Mitch Gastineau,CA-2017-115070,12.32
RS-19870,Roy Skaria,CA-2016-107475,9.65
LD-16855,Lela Donovan,CA-2016-152331,5.3
TS-21085,Thais Sissman,US-2017-168690,2.81
