customer_id,customer_name,email,registration_date,customer_type
CUST00339,Omar Costa,omar.costa30@example.com,2026-03-15,REGULAR
CUST00340,Neel Hale,neel.hale49@mailbox.net,2026-04-27,PREMIUM
CUST00341,Nisha Nair,nisha.nair90@example.com,2026-03-10,REGULAR
CUST00342,Leo Larsen,leo.larsen20@inbox.co,2025-10-03,PREMIUM
CUST00343,Felix Vaughn,felix.vaughn61@example.com,2026-04-19,PREMIUM
CUST00344,Iris Gill,iris.gill42@inbox.co,2026-02-26,REGULAR
CUST00345,Hugo Joshi,hugo.joshi69@shopmail.org,2025-11-14,REGULAR
CUST00346,Omar Mercer,omar.mercer32@shopmail.org,2025-02-13,REGULAR
CUST00347,Yash Muller,yash.muller91@mailbox.net,2025-05-23,PREMIUM
CUST00348,Nora Larsen,nora.larsen45@shopmail.org,2025-12-05,REGULAR
CUST00349,Victor Rossi,victor.rossi51@shopmail.org,2025-08-24,VIP
CUST00350,Sara Petrova,sara.petrova37@example.com,2024-09-13,REGULAR
CUST00351,Leo Novak,leo.novak28@mailbox.net,2025-12-04,PREMIUM
CUST00352,Lena Kim,lena.kim18@example.com,2025-05-06,REGULAR
CUST00353,Wren Haddad,wren.haddad7@mailbox.net,2025-04-06,PREMIUM
CUST00354,Meera Reddy,meera.reddy43@inbox.co,2025-09-28,REGULAR
CUST00355,Arjun Sharma,arjun.sharma21@inbox.co,2026-02-15,PREMIUM
CUST00356,Ethan Mercer,ethan.mercer97@shopmail.org,2025-02-21,REGULAR
CUST00357,Meera Bose,meera.bose30@example.com,2026-03-11,VIP
CUST00358,Priya Grant,priya.grant5@inbox.co,2025-01-28,PREMIUM
CUST00359,Priya Petrova,priya.petrova2@shopmail.org,2024-09-08,REGULAR
CUST00360,Vivaan Sokolov,vivaan.sokolov59@inbox.co,2025-05-19,PREMIUM
CUST00361,Arjun Vaughn,arjun.vaughn35mailbox.net,2025-11-23,PREMIUM
CUST00362,Freya Verma,freya.verma83@shopmail.org,2025-11-13,PREMIUM
CUST00363,Aarav Sokolov,aarav.sokolov73@mailbox.net,2025-05-30,REGULAR
CUST00364,Zara Sullivan,zara.sullivan42@example.com,2026-01-10,REGULAR
CUST00365,Vivaan Joshi,vivaan.joshi62@shopmail.org,2024-12-22,VIP
CUST00366,Aarav Novak,aarav.novak31@inbox.co,2025-08-28,PREMIUM
CUST00367,Freya Muller,freya.muller93@example.com,2026-03-20,REGULAR
CUST00368,Chloe Haddad,chloe.haddad86@example.com,2024-10-03,REGULAR
CUST00369,Neel Fischer,neel.fischer91@shopmail.org,2025-12-28,PREMIUM
CUST00370,Marcus Bennett,marcus.bennett29@mailbox.net,2026-04-22,VIP
CUST00371,Ethan Rao,ethan.rao96@shopmail.org,2025-11-09,REGULAR
CUST00372,Alice Mercer,alice.mercer86@mailbox.net,2026-02-02,PREMIUM
CUST00373,Milo Bose,milo.bose58@shopmail.org,2026-01-21,REGULAR
CUST00374,Victor Kapoor,victor.kapoor71@mailbox.net,2024-10-03,REGULAR
CUST00375,Sara Verma,sara.verma67@inbox.co,2025-07-02,REGULAR
CUST00376,Tara Costa,tara.costa12@inbox.co,2025-12-14,PREMIUM
CUST00377,Ruby Mehta,ruby.mehta54@inbox.co,2026-01-08,REGULAR
CUST00378,Alice Blake,alice.blake93@example.com,2025-06-12,REGULAR
CUST00379,Aarav Gill,aarav.gill10@example.com,2026-03-16,REGULAR
CUST00380,Kabir Rossi,kabir.rossi9@inbox.co,2024-10-01,REGULAR
CUST00381,Felix Joshi,felix.joshi99@inbox.co,2024-12-17,REGULAR
CUST00382,Noah Ford,noah.ford49@example.com,2025-08-22,PREMIUM
CUST00383,Jonas Mehta,jonas.mehta16@mailbox.net,2025-07-23,VIP
CUST00384,Zara Hale,zara.hale94@mailbox.net,2024-12-09,PREMIUM
CUST00385,Ananya Muller,ananya.muller87@inbox.co,2025-11-18,REGULAR
CUST00386,Yash Haddad,yash.haddad45@mailbox.net,2025-11-15,REGULAR
CUST00387,Diya Nair,diya.nair79@example.com,2025-10-04,REGULAR
CUST00388,Kabir Reddy,kabir.reddy5@inbox.co,2026-04-01,REGULAR
CUST00389,Meera Haddad,meera.haddad52@inbox.co,2024-09-15,REGULAR
CUST00390,Tara Iyer,tara.iyer65@shopmail.org,2024-12-22,REGULAR
CUST00391,Victor Larsen,victor.larsen77@shopmail.org,2026-03-15,REGULAR
CUST00392,Sara Hale,sara.hale53@shopmail.org,2025-03-15,REGULAR
CUST00393,Alice Costa,alice.costa81@inbox.co,2025-01-27,REGULAR
CUST00394,Meera Dupont,meera.dupont68@shopmail.org,2025-08-26,PREMIUM
CUST00395,Felix Rao,felix.rao49@mailbox.net,2025-06-04,PREMIUM
CUST00396,Ethan Haddad,ethan.haddad39@mailbox.net,2025-03-19,PREMIUM
CUST00397,Meera Kim,meera.kim54@mailbox.net,2025-09-27,REGULAR
CUST00398,Omar Gill,omar.gill83@example.com,2025-07-05,VIP
CUST00399,Chloe Bose,chloe.bose93@mailbox.net,2026-01-31,REGULAR
CUST00400,Noah Nair,noah.nair25@mailbox.net,2024-10-14,REGULAR
CUST00401,Freya Muller,freya.muller28@mailbox.net,2024-08-16,VIP
CUST00402,Diya Mercer,diya.mercer90@mailbox.net,2025-04-06,REGULAR
CUST00403,Nisha Kim,nisha.kim37@inbox.co,2025-06-26,REGULAR
CUST00404,Ivan Muller,ivan.muller47@inbox.co,2025-04-25,REGULAR
CUST00405,Ethan Larsen,ethan.larsen48@shopmail.org,2025-02-25,REGULAR
CUST00406,Victor Bhatt,victor.bhatt3@shopmail.org,2024-12-28,REGULAR
CUST00407,Wren Costa,wren.costa38@mailbox.net,2025-10-02,REGULAR
CUST00408,Yash Weber,yash.weber32@inbox.co,2026-03-07,REGULAR
CUST00409,Freya Novak,freya.novak93@inbox.co,2025-12-14,REGULAR
CUST00410,Ivan Verma,ivan.verma93@inbox.co,2024-12-22,REGULAR
CUST00411,Jonas Iyer,jonas.iyer5@example.com,2026-01-19,VIP
CUST00412,Meera Sharma,meera.sharma18@mailbox.net,2025-09-27,REGULAR
CUST00413,Sara Sharma,sara.sharma65@inbox.co,2025-03-12,REGULAR
CUST00414,Cleo Mercer,cleo.mercer3@example.com,2025-12-13,REGULAR
CUST00415,Felix Sharma,felix.sharma68@shopmail.org,2024-08-18,REGULAR
CUST00416,Marcus Patel,marcus.patel90@inbox.co,2025-12-28,PREMIUM
CUST00417,Priya Reddy,priya.reddy68@mailbox.net,2024-11-07,REGULAR
CUST00418,Cleo Hale,cleo.hale46@shopmail.org,2025-04-16,PREMIUM
CUST00419,Isha Bennett,isha.bennett59@mailbox.net,2025-09-20,VIP
CUST00420,Yash Muller,yash.muller84@example.com,2024-10-22,REGULAR
CUST00421,Noah Weber,noah.weber61@example.com,2026-02-17,PREMIUM
CUST00422,Neel Bose,neel.bose56@shopmail.org,2025-12-25,REGULAR
CUST00423,Vivaan Hale,vivaan.hale30@mailbox.net,2024-09-13,VIP
CUST00424,Victor Mercer,victor.mercer6@example.com,2025-05-05,PREMIUM
CUST00425,Lena Rossi,lena.rossi85@example.com,2026-03-01,REGULAR
CUST00426,Hugo Patel,hugo.patel76@mailbox.net,2025-03-01,PREMIUM
CUST00427,Zara Khan,zara.khan21@mailbox.net,2025-06-03,REGULAR
CUST00428,Noah Rossi,noah.rossi50@mailbox.net,2025-07-06,PREMIUM
CUST00429,Isha Vaughn,isha.vaughn7@example.com,2025-07-21,REGULAR
CUST00430,Kabir Sokolov,kabir.sokolov99@inbox.co,2026-04-12,VIP
CUST00431,Hugo Patel,hugo.patel58@inbox.co,2025-05-07,REGULAR
CUST00432,Alice Weber,alice.weber24@inbox.co,2025-10-17,REGULAR
CUST00433,Cleo Petrova,cleo.petrova92@example.com,2025-04-10,REGULAR
CUST00434,Sara Weber,sara.weber95@inbox.co,2025-01-05,REGULAR
CUST00435,Vivaan Bose,vivaan.bose40@inbox.co,2024-08-06,REGULAR
CUST00436,Lena Reddy,lena.reddy12@mailbox.net,2024-12-14,REGULAR
CUST00437,Alice Kim,alice.kim53@example.com,2026-01-07,REGULAR
CUST00438,Ivan Kim,ivan.kim77@shopmail.org,2024-11-04,PREMIUM
CUST00439,Aarav Petrova,aarav.petrova50@,2025-09-28,PREMIUM
CUST00440,Alice Haddad,alice.haddad67@mailbox.net,2026-03-09,PREMIUM
CUST00441,Neel Mehta,neel.mehta39@shopmail.org,2025-05-03,REGULAR
CUST00442,Kabir Verma,kabir.verma36@inbox.co,2025-10-20,REGULAR
CUST00443,Kabir Bennett,kabir.bennett32@inbox.co,2025-04-15,REGULAR
CUST00444,Dev Blake,dev.blake18@shopmail.org,2024-11-18,REGULAR
CUST00445,Zara Sokolov,zara.sokolov49@shopmail.org,2026-04-28,REGULAR
CUST00446,Maya Mehta,maya.mehta42@mailbox.net,2025-06-04,REGULAR
CUST00447,Priya Fischer,priya.fischer38@inbox.co,2025-06-23,VIP
CUST00448,Nisha Larsen,nisha.larsen36@inbox.co,2025-08-21,REGULAR
CUST00449,Victor Dutta,victor.dutta70@mailbox.net,2026-03-30,PREMIUM
CUST00450,Alice Patel,alice.patel91@mailbox.net,2025-11-16,REGULAR
CUST00451,Marcus Khan,marcus.khan87@inbox.co,2025-09-23,REGULAR
CUST00452,Elena Haddad,elena.haddad85@mailbox.net,2025-04-16,PREMIUM
CUST00453,Noah Khan,noah.khan77@inbox.co,2025-11-03,REGULAR
CUST00454,Jonas Vaughn,jonas.vaughn70@example.com,2025-10-03,PREMIUM
CUST00455,Chloe Rossi,chloe.rossi82@example.com,2026-04-01,REGULAR
CUST00456,Nisha Dupont,nisha.dupont83@example.com,2025-01-18,REGULAR
CUST00457,Zara Sokolov,zara.sokolov14@example.com,2025-10-15,REGULAR
CUST00458,Yash Vaughn,yash.vaughn72@mailbox.net,2026-01-14,REGULAR
CUST00459,Zara Blake,zara.blake89@mailbox.net,2026-03-26,REGULAR
CUST00460,Ananya Mercer,ananya.mercer38@inbox.co,2024-11-16,VIP
CUST00461,Isha Kapoor,isha.kapoor45@shopmail.org,2024-12-24,REGULAR
CUST00462,Tara Hale,tara.hale45@inbox.co,2025-12-08,REGULAR
CUST00463,Leo Larsen,leo.larsen39@example.com,2024-10-08,PREMIUM
CUST00464,Diya Patel,diya.patel83@example.com,2025-07-18,PREMIUM
CUST00465,Neel Haddad,neel.haddad23@mailbox.net,2026-01-11,REGULAR
CUST00466,Maya Blake,maya.blake52@mailbox.net,2025-03-26,REGULAR
CUST00467,Maya Fischer,maya.fischer95@mailbox.net,2024-08-30,REGULAR
CUST00468,Maya Weber,maya.weber91@mailbox.net,2024-08-05,REGULAR
CUST00469,Kabir Tanaka,kabir.tanaka69@mailbox.net,2024-11-13,REGULAR
CUST00470,Dev Blake,dev.blake34@inbox.co,2024-11-25,REGULAR
CUST00471,Hugo Weber,hugo.weber51@example.com,2026-04-18,REGULAR
CUST00472,Ruby Joshi,ruby.joshi79@example.com,2025-06-01,PREMIUM
CUST00473,Hugo Kapoor,hugo.kapoor40@example.com,2025-04-02,REGULAR
CUST00474,Sara Vaughn,sara.vaughn54@mailbox.net,2025-09-02,REGULAR
CUST00475,Maya Joshi,maya.joshi82@mailbox.net,2025-12-12,REGULAR
CUST00476,Nora Petrova,nora.petrova24@shopmail.org,2024-12-22,PREMIUM
CUST00477,Cleo Iyer,cleo.iyer2@inbox.co,2025-08-03,REGULAR
CUST00478,Noah Kim,noah.kim84@inbox.co,2025-12-31,REGULAR
CUST00479,Nora Grant,nora.grant63@mailbox.net,2025-10-29,REGULAR
CUST00480,Ananya Bhatt,ananya.bhatt5@shopmail.org,2025-05-27,REGULAR
CUST00481,Marcus Verma,marcus.verma73@inbox.co,2025-11-12,REGULAR
CUST00482,Diya Tanaka,diya.tanaka35@shopmail.org,2024-11-25,REGULAR
CUST00483,Rohan Ford,rohan.ford28@inbox.co,2026-02-11,REGULAR
CUST00484,Nisha Muller,nisha.muller58@shopmail.org,2024-09-03,REGULAR
CUST00485,Isha Ford,isha.ford31@mailbox.net,2024-11-29,PREMIUM
CUST00486,Wren Dupont,wren.dupont81@inbox.co,2026-04-17,REGULAR
CUST00487,Arjun Gill,arjun.gill8@shopmail.org,2025-02-28,REGULAR
CUST00488,Milo Rossi,milo.rossi42@shopmail.org,2025-01-20,REGULAR
CUST00489,Lena Vaughn,lena.vaughn18@inbox.co,2024-11-06,VIP
CUST00490,Lena Mehta,lena.mehta32@mailbox.net,2024-12-14,PREMIUM
CUST00491,Nisha Fischer,nisha.fischer19@shopmail.org,2025-12-15,PREMIUM
CUST00492,Noah Ford,noah.ford82@example.com,2024-10-17,REGULAR
CUST00493,Lena Bennett,lena.bennett63@shopmail.org,2025-11-09,REGULAR
CUST00494,Isha Blake,isha.blake9@inbox.co,2025-08-02,REGULAR
CUST00495,Maya Gill,maya.gill35@shopmail.org,2025-12-20,PREMIUM
CUST00496,Freya Kim,freya.kim17@inbox.co,2026-03-15,PREMIUM
CUST00497,Meera Nair,meera.nair81@inbox.co,2024-11-10,REGULAR
CUST00498,Neel Ford,neel.ford1@inbox.co,2025-11-11,REGULAR
CUST00499,Arjun Muller,arjun.muller36@example.com,2025-01-10,PREMIUM
CUST00500,Omar Bose,omar.bose86@mailbox.net,2025-08-16,REGULAR
CUST00501,Elena Bhatt,elena.bhatt84@example.com,2025-10-14,PREMIUM
CUST00502,Aarav Gill,aarav.gill10@mailbox.net,2025-12-02,REGULAR
CUST00503,Iris Ford,iris.ford2@shopmail.org,2024-08-10,PREMIUM
CUST00504,Maya Mehta,maya.mehta10@mailbox.net,2025-12-03,REGULAR
CUST00505,Vivaan Reddy,vivaan.reddy48@,2025-06-17,REGULAR
CUST00506,Arjun Rao,arjun.rao68@example.com,2024-10-10,REGULAR
CUST00507,Neel Ford,neel.ford93@mailbox.net,2025-07-26,PREMIUM
CUST00508,Sara Grant,sara.grant88@inbox.co,2026-04-23,PREMIUM
CUST00509,Isha Reddy,isha.reddy97@example.com,2024-12-22,REGULAR
CUST00510,Noah Dupont,noah.dupont41@mailbox.net,2025-10-14,REGULAR
CUST00511,Isha Haddad,isha.haddad77@shopmail.org,2026-02-18,PREMIUM
CUST00512,Ananya Muller,ananya.muller67@mailbox.net,2025-02-27,PREMIUM
CUST00513,Marcus Iyer,marcus.iyer64@inbox.co,2025-04-03,REGULAR
CUST00514,Nora Khan,nora.khan2@shopmail.org,2026-01-23,VIP
CUST00515,Arjun Weber,arjun.weber54@shopmail.org,2026-03-06,REGULAR
CUST00516,Priya Mercer,priya.mercer3@example.com,2024-10-14,REGULAR
CUST00517,Tara Nair,tara.nair51@shopmail.org,2024-10-01,PREMIUM
CUST00518,Adam Grant,adam.grant90@inbox.co,2025-10-08,REGULAR
CUST00519,Jonas Rossi,jonas.rossi20@shopmail.org,2026-04-23,REGULAR
CUST00520,Isha Vaughn,isha.vaughn20@shopmail.org,2025-02-25,REGULAR
CUST00521,Kabir Muller,kabir.muller94@mailbox.net,2025-10-22,REGULAR
CUST00522,Isha Sullivan,isha.sullivan59@example.com,2024-11-27,REGULAR
CUST00523,Priya Kapoor,priya.kapoor91@mailbox.net,2024-08-13,PREMIUM
CUST00524,Neel Quinn,neel.quinn67@shopmail.org,2025-07-22,REGULAR
CUST00525,Arjun Cole,arjun.cole99@example.com,2024-11-29,REGULAR
CUST00526,Maya Cole,maya.cole9@shopmail.org,2026-01-19,PREMIUM
CUST00527,Victor Khan,victor.khan59@shopmail.org,2025-12-22,REGULAR
CUST00528,Victor Verma,victor.verma21@shopmail.org,2025-08-12,PREMIUM
CUST00529,Victor Kapoor,victor.kapoor95@example.com,2025-03-22,REGULAR
CUST00530,Aarav Haddad,aarav.haddad61@shopmail.org,2024-09-17,REGULAR
CUST00531,Sara Joshi,sara.joshi71@inbox.co,2024-09-06,REGULAR
CUST00532,Nisha Grant,nisha.grant35@example.com,2025-06-24,REGULAR
CUST00533,Diya Vaughn,diya.vaughn23@mailbox.net,2024-09-23,PREMIUM
CUST00534,Rohan Fischer,rohan.fischer60@shopmail.org,2024-10-10,PREMIUM
CUST00535,Elena Larsen,elena.larsen71@inbox.co,2024-10-28,REGULAR
CUST00536,Dev Petrova,dev.petrova39@mailbox.net,2026-03-01,REGULAR
CUST00537,Wren Quinn,wren.quinn94@mailbox.net,2025-02-17,REGULAR
CUST00538,Felix Patel,felix.patel70@shopmail.org,2025-03-27,PREMIUM
CUST00539,Aarav Sokolov,aarav.sokolov98@inbox.co,2024-08-02,PREMIUM
CUST00540,Elena Reddy,elena.reddy68@mailbox.net,2025-02-27,REGULAR
CUST00541,Meera Rao,meera.rao12@example.com,2025-05-14,VIP
CUST00542,Iris Grant,iris.grant59@example.com,2025-08-17,REGULAR
CUST00543,Adam Mehta,adam.mehta10@example.com,2025-09-08,REGULAR
CUST00544,Arjun Haddad,arjun.haddad34@shopmail.org,2025-05-26,VIP
CUST00545,Zara Larsen,zara.larsen58@shopmail.org,2025-06-22,REGULAR
CUST00546,Dev Mehta,dev.mehta14@mailbox.net,2026-03-22,REGULAR
CUST00547,Leo Blake,leo.blake53example.com,2025-06-18,REGULAR
CUST00548,Tara Ford,tara.ford60@shopmail.org,2025-06-12,PREMIUM
CUST00549,Isha Verma,isha.verma91@example.com,2025-06-08,REGULAR
CUST00550,Hugo Rao,hugo.rao92@mailbox.net,2024-11-02,VIP
CUST00551,Zara Vaughn,zara.vaughn87@shopmail.org,2024-09-20,REGULAR
CUST00552,Priya Patel,priya.patel58@mailbox.net,2025-09-19,REGULAR
CUST00553,Vivaan Mehta,vivaan.mehta2@example.com,2024-12-03,PREMIUM
CUST00554,Yash Mehta,yash.mehta52@shopmail.org,2025-02-19,PREMIUM
CUST00555,Isha Costa,isha.costa34@example.com,2026-03-24,REGULAR
CUST00556,Kabir Dutta,kabir.dutta17@example.com,2025-10-29,VIP
CUST00557,Freya Kapoor,freya.kapoor60@example.com,2024-09-13,REGULAR
CUST00558,Victor Sullivan,victor.sullivan64@example.com,2025-09-09,REGULAR
CUST00559,Maya Joshi,maya.joshi28@mailbox.net,2025-07-29,REGULAR
CUST00560,Leo Rao,leo.rao79@mailbox.net,2024-09-05,PREMIUM
CUST00561,Nora Grant,nora.grant62@example.com,2026-02-15,REGULAR
CUST00562,Noah Mehta,noah.mehta26@mailbox.net,2025-10-04,PREMIUM
CUST00563,Jonas Patel,jonas.patel92@shopmail.org,2025-08-27,REGULAR
CUST00564,Nora Dupont,nora.dupont65@shopmail.org,2026-03-03,REGULAR
CUST00565,Priya Patel,priya.patel77@mailbox.net,2025-06-23,REGULAR
CUST00566,Lena Iyer,lena.iyer68@shopmail.org,2025-11-27,PREMIUM
CUST00567,Yash Verma,yash.verma32@mailbox.net,2024-11-11,REGULAR
CUST00568,Meera Bhatt,meera.bhatt50@shopmail.org,2026-03-13,VIP
CUST00569,Priya Joshi,priya.joshi76@shopmail.org,2025-03-31,PREMIUM
CUST00570,Ivan Costa,ivan.costa91@shopmail.org,2024-08-29,VIP
CUST00571,Victor Rao,victor.rao25@inbox.co,2026-02-28,REGULAR
CUST00572,Priya Quinn,priya.quinn12@example.com,2024-09-08,REGULAR
CUST00573,Yash Patel,yash.patel62@example.com,2026-01-22,REGULAR
CUST00574,Cleo Dutta,cleo.dutta44@mailbox.net,2024-12-12,VIP
CUST00575,Hugo Iyer,hugo.iyer19@mailbox.net,2024-08-23,PREMIUM
CUST00576,Iris Bennett,iris.bennett48@inbox.co,2024-10-14,REGULAR
CUST00577,Freya Muller,freya.muller18@mailbox.net,2025-06-27,PREMIUM
CUST00578,Maya Quinn,maya.quinn23@shopmail.org,2025-06-21,REGULAR
CUST00579,Wren Joshi,wren.joshi40@shopmail.org,2025-08-23,REGULAR
CUST00580,Aarav Tanaka,aarav.tanaka99@example.com,2025-09-05,REGULAR
CUST00581,Hugo Bhatt,hugo.bhatt14@inbox.co,2026-03-03,REGULAR
CUST00582,Kabir Haddad,kabir.haddad41@mailbox.net,2025-07-22,PREMIUM
CUST00583,Isha Sokolov,isha.sokolov2@shopmail.org,2025-11-01,REGULAR
CUST00584,Kabir Dupont,kabir.dupont14@example.com,2025-04-20,REGULAR
CUST00585,Leo Grant,leo.grant53@inbox.co,2025-01-18,PREMIUM
CUST00586,Ivan Rossi,ivan.rossi13@inbox.co,2025-08-20,PREMIUM
CUST00587,Victor Bhatt,victor.bhatt58@example.com,2025-01-14,PREMIUM
CUST00588,Rohan Petrova,rohan.petrova41@shopmail.org,2024-08-21,VIP
CUST00589,Kabir Sokolov,kabir.sokolov49@mailbox.net,2025-01-22,PREMIUM
CUST00590,Alice Bose,alice.bose77@inbox.co,2025-07-13,PREMIUM
CUST00591,Maya Verma,maya.verma56@mailbox.net,2026-04-14,REGULAR
CUST00592,Freya Gill,freya.gill53@shopmail.org,2025-02-11,PREMIUM
CUST00593,Elena Haddad,elena.haddad7@inbox.co,2024-11-07,REGULAR
CUST00594,Nora Rao,nora.rao47@example.com,2024-09-25,REGULAR
CUST00595,Marcus Mercer,marcus.mercer13@example.com,2025-02-21,REGULAR
CUST00596,Marcus Bose,marcus.bose15@shopmail.org,2025-11-28,PREMIUM
CUST00597,Ethan Quinn,ethan.quinn12@inbox.co,2025-04-29,REGULAR
CUST00598,Noah Bennett,noah.bennett58@example.com,2025-02-08,REGULAR
CUST00599,Ruby Novak,ruby.novak35@example.com,2025-03-20,REGULAR
CUST00600,Vivaan Bose,vivaan.bose70inbox.co,2025-07-19,VIP
CUST00601,Wren Bhatt,wren.bhatt8@inbox.co,2026-02-18,PREMIUM
CUST00602,Felix Rossi,felix.rossi74@mailbox.net,2025-11-30,REGULAR
CUST00603,Isha Fischer,isha.fischer65@mailbox.net,2024-09-05,REGULAR
CUST00604,Leo Joshi,leo.joshi28@mailbox.net,2025-01-19,REGULAR
CUST00605,Maya Bose,maya.bose26@mailbox.net,2025-10-20,PREMIUM
CUST00606,Omar Larsen,omar.larsen12@inbox.co,2024-10-08,REGULAR
CUST00607,Alice Larsen,alice.larsen67@inbox.co,2025-05-10,VIP
CUST00608,Aarav Costa,aarav.costa54@example.com,2026-01-18,REGULAR
CUST00609,Sara Tanaka,sara.tanaka75@example.com,2026-03-26,VIP
CUST00610,Victor Reddy,victor.reddy69@shopmail.org,2025-05-20,PREMIUM
CUST00611,Omar Weber,omar.weber74@inbox.co,2025-12-11,REGULAR
CUST00612,Lena Fischer,lena.fischer80@inbox.co,2024-12-26,REGULAR
CUST00613,Freya Haddad,freya.haddad96@inbox.co,2024-09-20,VIP
CUST00614,Chloe Patel,chloe.patel39@shopmail.org,2025-07-12,REGULAR
CUST00615,Nora Reddy,nora.reddy18@shopmail.org,2025-03-22,VIP
CUST00616,Leo Larsen,leo.larsen94@inbox.co,2025-05-03,REGULAR
CUST00617,Isha Dutta,isha.dutta28@inbox.co,2025-10-27,PREMIUM
CUST00618,Iris Bennett,iris.bennett66@mailbox.net,2024-09-27,REGULAR
CUST00619,Adam Fischer,adam.fischer68@example.com,2024-12-17,REGULAR
CUST00620,Dev Iyer,dev.iyer5@inbox.co,2025-04-13,REGULAR
CUST00621,Chloe Dutta,chloe.dutta48@inbox.co,2025-05-08,REGULAR
CUST00622,Diya Patel,diya.patel48@inbox.co,2025-04-05,REGULAR
CUST00623,Priya Mercer,priya.mercer71@shopmail.org,2026-03-24,REGULAR
CUST00624,Omar Bose,omar.bose4@inbox.co,2025-05-19,REGULAR
CUST00625,Victor Gill,victor.gill83@mailbox.net,2025-03-15,PREMIUM
CUST00626,Lena Grant,lena.grant3@example.com,2026-01-08,REGULAR
CUST00627,Arjun Joshi,arjun.joshi2@mailbox.net,2026-04-08,REGULAR
CUST00628,Elena Cole,elena.cole49@shopmail.org,2025-10-08,REGULAR
CUST00629,Tara Blake,tara.blake87@inbox.co,2025-06-06,REGULAR
CUST00630,Aarav Vaughn,aarav.vaughn72@shopmail.org,2025-08-19,REGULAR
CUST00631,Vivaan Mercer,vivaan.mercer44@shopmail.org,2024-10-05,PREMIUM
CUST00632,Lena Novak,lena.novak25@mailbox.net,2025-06-02,REGULAR
CUST00633,Nisha Iyer,nisha.iyer52@shopmail.org,2026-04-07,PREMIUM
CUST00634,Ananya Quinn,ananya.quinn34@inbox.co,2025-05-30,REGULAR
CUST00635,Rohan Costa,rohan.costa25@shopmail.org,2026-03-09,PREMIUM
CUST00636,Yash Rossi,yash.rossi86@shopmail.org,2025-12-01,REGULAR
CUST00637,Neel Kim,neel.kim38@example.com,2025-02-02,REGULAR
CUST00638,Omar Kim,omar.kim88@shopmail.org,2025-02-04,PREMIUM
CUST00639,Yash Dupont,yash.dupont96@shopmail.org,2025-03-17,REGULAR
CUST00640,Freya Bennett,freya.bennett75@shopmail.org,2025-04-24,REGULAR
CUST00641,Diya Mercer,diya.mercer82@example.com,2024-09-24,REGULAR
CUST00642,Dev Vaughn,dev.vaughn88@inbox.co,2024-12-01,REGULAR
CUST00643,Felix Iyer,felix.iyer18@mailbox.net,2025-01-02,REGULAR
CUST00644,Victor Blake,victor.blake41@mailbox.net,2024-12-25,PREMIUM
CUST00645,Nora Sokolov,nora.sokolov41@example.com,2025-01-29,REGULAR
CUST00646,Lena Gill,lena.gill74@mailbox.net,2025-01-20,REGULAR
CUST00647,Isha Mehta,isha.mehta56@inbox.co,2026-04-22,REGULAR
CUST00648,Ethan Weber,ethan.weber5@mailbox.net,2024-08-05,PREMIUM
CUST00649,Aarav Larsen,aarav.larsen25@example.com,2026-01-26,PREMIUM
CUST00650,Nisha Bhatt,nisha.bhatt40@mailbox.net,2025-07-19,REGULAR
CUST00651,Adam Costa,adam.costa22@example.com,2025-06-10,PREMIUM
CUST00652,Elena Petrova,elena.petrova94@shopmail.org,2025-11-10,REGULAR
CUST00653,Arjun Sokolov,arjun.sokolov46@mailbox.net,2025-12-15,REGULAR
CUST00654,Zara Patel,zara.patel29@mailbox.net,2025-03-22,REGULAR
CUST00655,Ananya Costa,ananya.costa22@example.com,2025-12-30,REGULAR
CUST00656,Rohan Weber,rohan.weber99@example.com,2025-04-19,REGULAR
CUST00657,Meera Reddy,meera.reddy7@example.com,2024-08-21,REGULAR
CUST00658,Noah Kapoor,noah.kapoor33@inbox.co,2026-02-12,PREMIUM
CUST00659,Tara Sharma,tara.sharma54@example.com,2025-06-05,PREMIUM
CUST00660,Lena Mehta,lena.mehta14@example.com,2025-10-03,REGULAR
CUST00661,Vivaan Quinn,vivaan.quinn78@mailbox.net,2025-02-20,PREMIUM
CUST00662,Iris Dutta,iris.dutta91@inbox.co,2025-08-02,REGULAR
CUST00663,Rohan Kim,rohan.kim27@inbox.co,2025-12-22,REGULAR
CUST00664,Aarav Sharma,aarav.sharma15@inbox.co,2024-10-31,REGULAR
CUST00665,Isha Vaughn,isha.vaughn93@example.com,2024-10-16,VIP
CUST00666,Yash Blake,yash.blake34@inbox.co,2025-05-31,REGULAR
CUST00667,Priya Nair,priya.nair47@shopmail.org,2025-05-25,REGULAR
CUST00668,Diya Reddy,diya.reddy2@mailbox.net,2024-09-16,PREMIUM
CUST00669,Neel Sokolov,neel.sokolov57@shopmail.org,2025-08-02,PREMIUM
CUST00670,Isha Bennett,isha.bennett24@example.com,2025-07-17,REGULAR
CUST00671,Ruby Cole,ruby.cole89@inbox.co,2025-08-30,PREMIUM
CUST00672,Neel Kapoor,neel.kapoor90@example.com,2024-12-14,VIP
CUST00673,Neel Reddy,neel.reddy76@inbox.co,2025-10-01,PREMIUM
CUST00674,Leo Joshi,leo.joshi49@shopmail.org,2026-04-18,REGULAR
CUST00675,Arjun Mercer,arjun.mercer15@inbox.co,2025-12-13,REGULAR
CUST00676,Kabir Novak,kabir.novak2@mailbox.net,2025-06-18,VIP
CUST00677,Freya Hale,freya.hale89@example.com,2026-01-18,REGULAR
