customer_id,customer_name,total_value,quartile,quartile_label
CUST00116,Priya Quinn,1626.27,4,Bronze
CUST00475,Maya Joshi,1619.75,4,Bronze
CUST00049,Tara Larsen,1618.72,4,Bronze
CUST00005,Aarav Verma,1575.79,4,Bronze
CUST00734,Jonas Bhatt,1574.95,4,Bronze
CUST00261,Nisha Ford,1572.73,4,Bronze
CUST00189,Chloe Reddy,1571.45,4,Bronze
CUST00390,Tara Iyer,1557.23,4,Bronze
CUST00089,Lena Hale,1543.19,4,Bronze
CUST00218,Maya Iyer,1497.61,4,Bronze
CUST00002,Vivaan Rossi,1459.34,4,Bronze
CUST00268,Isha Bhatt,1440.43,4,Bronze
CUST00322,Lena Ford,1439.43,4,Bronze
CUST00796,Isha Cole,1432.52,4,Bronze
CUST00653,Arjun Sokolov,1423.26,4,Bronze
CUST00397,Meera Kim,1423.14,4,Bronze
CUST00195,Vivaan Quinn,1421.08,4,Bronze
CUST00722,Marcus Patel,1420.88,4,Bronze
CUST00468,Maya Weber,1404.95,4,Bronze
CUST00231,Arjun Novak,1389.78,4,Bronze
CUST00310,Meera Kapoor,1389.56,4,Bronze
CUST00254,Elena Fischer,1379.77,4,Bronze
CUST00718,Yash Gill,1379.49,4,Bronze
CUST00516,Priya Mercer,1374.58,4,Bronze
CUST00731,Cleo Khan,1372.99,4,Bronze
CUST00639,Yash Dupont,1346.89,4,Bronze
CUST00445,Zara Sokolov,1314.64,4,Bronze
CUST00318,Zara Muller,1293.51,4,Bronze
CUST00148,Zara Kim,1279.65,4,Bronze
CUST00008,Noah Bose,1278.04,4,Bronze
CUST00140,Milo Tanaka,1276.71,4,Bronze
CUST00530,Aarav Haddad,1267.24,4,Bronze
CUST00348,Nora Larsen,1260.11,4,Bronze
CUST00488,Milo Rossi,1241.07,4,Bronze
CUST00209,Leo Khan,1213.32,4,Bronze
CUST00763,Arjun Ford,1208.31,4,Bronze
CUST00559,Maya Joshi,1205.72,4,Bronze
CUST00294,Sara Ford,1201.03,4,Bronze
CUST00139,Lena Rao,1191.77,4,Bronze
CUST00767,Felix Patel,1178.83,4,Bronze
CUST00572,Priya Quinn,1160.55,4,Bronze
CUST00149,Hugo Kapoor,1151.36,4,Bronze
CUST00316,Victor Novak,1140.0,4,Bronze
CUST00098,Wren Tanaka,1138.9,4,Bronze
CUST00420,Yash Muller,1124.56,4,Bronze
CUST00539,Aarav Sokolov,1107.6,4,Bronze
CUST00652,Elena Petrova,1074.89,4,Bronze
CUST00461,Isha Kapoor,1071.21,4,Bronze
CUST00621,Chloe Dutta,1064.15,4,Bronze
CUST00473,Hugo Kapoor,1046.82,4,Bronze
CUST00119,Nora Ford,1044.09,4,Bronze
CUST00330,Marcus Khan,977.76,4,Bronze
CUST00542,Iris Grant,948.8,4,Bronze
CUST00245,Elena Blake,943.83,4,Bronze
CUST00632,Lena Novak,907.21,4,Bronze
CUST00061,Rohan Muller,900.94,4,Bronze
CUST00369,Neel Fischer,896.05,4,Bronze
CUST00525,Arjun Cole,861.83,4,Bronze
CUST00736,Aarav Kim,853.57,4,Bronze
CUST00459,Zara Blake,833.36,4,Bronze
CUST00074,Elena Vaughn,830.88,4,Bronze
CUST00019,Sara Verma,815.75,4,Bronze
CUST00213,Felix Sokolov,790.73,4,Bronze
CUST00580,Aarav Tanaka,768.06,4,Bronze
CUST00127,Arjun Quinn,757.5,4,Bronze
CUST00742,Ivan Mehta,754.8,4,Bronze
CUST00079,Adam Mercer,740.13,4,Bronze
CUST00791,Omar Bhatt,731.84,4,Bronze
CUST00606,Omar Larsen,729.94,4,Bronze
CUST00483,Rohan Ford,728.17,4,Bronze
CUST00642,Dev Vaughn,725.47,4,Bronze
CUST00532,Nisha Grant,705.01,4,Bronze
CUST00697,Noah Grant,683.64,4,Bronze
CUST00757,Yash Nair,674.2,4,Bronze
CUST00511,Isha Haddad,669.25,4,Bronze
CUST00608,Aarav Costa,669.06,4,Bronze
CUST00725,Jonas Rossi,646.65,4,Bronze
CUST00335,Adam Mehta,577.59,4,Bronze
CUST00083,Noah Quinn,573.57,4,Bronze
CUST00084,Aarav Reddy,568.97,4,Bronze
CUST00331,Lena Kapoor,531.9,4,Bronze
CUST00321,Adam Kim,526.65,4,Bronze
CUST00662,Iris Dutta,517.57,4,Bronze
CUST00794,Iris Petrova,503.82,4,Bronze
CUST00093,Ruby Grant,484.68,4,Bronze
CUST00733,Marcus Ford,475.87,4,Bronze
CUST00192,Rohan Muller,463.44,4,Bronze
CUST00422,Neel Bose,450.31,4,Bronze
CUST00492,Noah Ford,446.79,4,Bronze
CUST00582,Kabir Haddad,438.1,4,Bronze
CUST00702,Ivan Kim,434.66,4,Bronze
CUST00690,Rohan Verma,410.95,4,Bronze
CUST00404,Ivan Muller,402.25,4,Bronze
CUST00072,Maya Sharma,398.54,4,Bronze
CUST00406,Victor Bhatt,380.35,4,Bronze
CUST00288,Nora Bennett,377.72,4,Bronze
CUST00300,Cleo Petrova,377.08,4,Bronze
CUST00698,Freya Petrova,364.69,4,Bronze
CUST00634,Ananya Quinn,363.69,4,Bronze
CUST00630,Aarav Vaughn,359.64,4,Bronze
CUST00045,Wren Mercer,350.74,4,Bronze
CUST00752,Yash Costa,336.44,4,Bronze
CUST00339,Omar Costa,287.11,4,Bronze
CUST00466,Maya Blake,286.77,4,Bronze
CUST00555,Isha Costa,270.56,4,Bronze
CUST00381,Felix Joshi,265.39,4,Bronze
CUST00289,Isha Sullivan,257.95,4,Bronze
CUST00597,Ethan Quinn,255.54,4,Bronze
CUST00305,Victor Bennett,237.99,4,Bronze
CUST00044,Meera Costa,236.71,4,Bronze
CUST00080,Cleo Sokolov,216.28,4,Bronze
CUST00015,Tara Tanaka,202.88,4,Bronze
CUST00593,Elena Haddad,200.86,4,Bronze
CUST00129,Ethan Kapoor,192.03,4,Bronze
CUST00579,Wren Joshi,182.7,4,Bronze
CUST00686,Alice Gill,175.75,4,Bronze
CUST00657,Meera Reddy,172.05,4,Bronze
CUST00660,Lena Mehta,158.19,4,Bronze
CUST00303,Neel Joshi,140.45,4,Bronze
CUST00120,Nisha Muller,136.67,4,Bronze
CUST00537,Wren Quinn,132.25,4,Bronze
CUST00684,Nora Patel,124.56,4,Bronze
CUST00036,Felix Blake,120.73,4,Bronze
CUST00650,Nisha Bhatt,116.65,4,Bronze
CUST00313,Cleo Rossi,116.55,4,Bronze
CUST00478,Noah Kim,56.64,4,Bronze
CUST00285,Jonas Mercer,55.23,4,Bronze
CUST00111,Vivaan Sullivan,38.31,4,Bronze
CUST00024,Adam Dutta,36.16,4,Bronze
CUST00297,Iris Bennett,21.67,4,Bronze
CUST00317,Ananya Quinn,18.53,4,Bronze
CUST00471,Hugo Weber,11.57,4,Bronze
CUST00214,Hugo Sullivan,10.22,4,Bronze
CUST00504,Maya Mehta,6.61,4,Bronze
CUST00417,Priya Reddy,-145.46,4,Bronze
CUST00760,Noah Bennett,-178.39,4,Bronze
CUST00386,Yash Haddad,-244.92,4,Bronze
CUST00683,Victor Ford,-280.38,4,Bronze
CUST00393,Alice Costa,-454.3,4,Bronze
CUST00620,Dev Iyer,-577.93,4,Bronze
CUST00506,Arjun Rao,-993.8,4,Bronze
CUST00191,Ruby Muller,-1057.05,4,Bronze
CUST00224,Ananya Bose,-1119.98,4,Bronze
CUST00217,Alice Kim,-1643.82,4,Bronze
CUST00021,Diya Rossi,-1746.17,4,Bronze
CUST00211,Milo Hale,-1783.88,4,Bronze
CUST00481,Marcus Verma,-4146.7,4,Bronze
