customer_id,customer_name,segment,country,city,state,postal_code,region,total_orders,total_sales,total_profit,last_order_date,loyalty_tier,email,record_updated_at
LB-16795,Laurel Beltran,Home Office,United States,Seattle,Washington,98105,West,8,4985.68,-52.19,2017-07-31,GOLD,laurel.beltran@example.com,2019-12-31 22:00:00+00:00
DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,6,4932.87,1193.74,2017-03-28,GOLD,dave.hallsten@example.com,2019-12-31 22:00:00+00:00
IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,7,4930.47,514.65,2016-12-05,GOLD,irene.maddox@example.com,2019-12-31 22:00:00+00:00
TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,7,4915.6,751.96,2017-11-29,GOLD,ted.trevino@example.com,2019-12-31 22:00:00+00:00
KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035,East,8,4909.47,745.77,2017-12-02,GOLD,kunst.miller@example.com,2019-12-31 22:00:00+00:00
PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,9,4893.04,1155.43,2017-07-23,GOLD,philisse.overcash@example.com,2019-12-31 22:00:00+00:00
HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,8,4877.78,956.95,2017-08-01,GOLD,heather.kirkland@example.com,2019-12-31 22:00:00+00:00
AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215,East,7,4867.34,150.71,2017-10-16,GOLD,anthony.jacobs@example.com,2019-12-31 22:00:00+00:00
BD-11500,Bradley Drucker,Consumer,United States,Miami,Florida,33101,South,7,4844.62,1539.79,2020-01-15,GOLD,bradley.drucker@example.com,2020-01-15 06:30:00+00:00
AH-10210,Alan Hwang,Consumer,United States,New York City,New York,10024,East,9,4805.34,1308.55,2017-12-24,GOLD,alan.hwang@example.com,2019-12-31 22:00:00+00:00
DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,9,4802.39,209.9,2017-12-20,GOLD,dean.katz@example.com,2019-12-31 22:00:00+00:00
RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035,Central,9,4793.54,304.87,2017-12-18,GOLD,russell.applegate@example.com,2019-12-31 22:00:00+00:00
SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,93727,West,10,4767.34,610.15,2017-10-28,GOLD,sue.ann.reed@example.com,2019-12-31 22:00:00+00:00
NB-20168,Noah Bennett,Consumer,United States,New York City,New York,10024,East,3,4767.07,-187.86,2020-01-15,GOLD,noah.bennett@example.com,2020-01-15 06:30:00+00:00
JK-15640,Jim Kriz,Home Office,United States,Seattle,Washington,98105,West,9,4760.43,1172.53,2017-07-03,GOLD,jim.kriz@example.com,2019-12-31 22:00:00+00:00
SF-20965,Sylvia Foulston,Corporate,United States,Bedford,Texas,76021,Central,10,4758.38,658.08,2020-01-15,GOLD,sylvia.foulston@example.com,2020-01-15 06:30:00+00:00
TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,9,4737.49,-1603.05,2017-09-14,GOLD,tracy.blumstein@example.com,2019-12-31 22:00:00+00:00
GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,5,4716.29,1135.84,2017-12-17,GOLD,giulietta.baptist@example.com,2019-12-31 22:00:00+00:00
RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,12,4715.47,640.55,2017-12-21,GOLD,rick.bensley@example.com,2019-12-31 22:00:00+00:00
MF-20189,Maya Fischer,Consumer,United States,Houston,Texas,77041,Central,1,4712.47,1204.28,2020-01-15,GOLD,maya.fischer@example.com,2020-01-15 06:30:00+00:00
JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214,South,5,4702.34,791.24,2020-01-15,GOLD,juliana.krohn@example.com,2020-01-15 06:30:00+00:00
TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,9,4676.76,1129.13,2017-12-22,GOLD,theone.pippenger@example.com,2019-12-31 23:45:00+00:00
ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,9,4657.92,246.67,2017-12-02,GOLD,erin.smith@example.com,2019-12-31 22:00:00+00:00
DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,02908,East,8,4655.9,841.83,2017-11-07,GOLD,deborah.brumfield@example.com,2019-12-31 22:00:00+00:00
KT-16480,Kean Thornton,Consumer,United States,Buffalo,New York,14215,East,10,4642.09,194.07,2017-09-21,GOLD,kean.thornton@example.com,2019-12-31 22:00:00+00:00
SC-20050,Sample Company A,Home Office,United States,Burbank,California,91505,West,9,4624.57,1011.74,2017-11-20,GOLD,sample.company.a@example.com,2019-12-31 22:00:00+00:00
EM-14140,Eugene Moren,Home Office,United States,Superior,Wisconsin,54880,Central,6,4588.44,1319.37,2017-11-12,GOLD,eugene.moren@example.com,2019-12-31 22:00:00+00:00
CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,12,4516.08,192.89,2020-01-15,GOLD,carol.triggs@example.com,2020-01-15 06:30:00+00:00
AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,10,4510.8,343.68,2017-09-25,GOLD,arthur.gainer@example.com,2019-12-31 22:00:00+00:00
LC-16930,Linda Cazamias,Corporate,United States,Phoenix,Arizona,85023,West,8,4492.95,288.27,2017-11-19,GOLD,linda.cazamias@example.com,2019-12-31 22:00:00+00:00
SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,7,4492.66,-671.19,2017-11-19,GOLD,stewart.carmichael@example.com,2019-12-31 22:00:00+00:00
SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,90008,West,8,4459.17,-1292.29,2020-01-15,GOLD,shahid.shariari@example.com,2020-01-15 06:30:00+00:00
MD-17350,Maribeth Dona,Consumer,United States,Philadelphia,Pennsylvania,19143,East,11,4448.0,-265.06,2020-01-15,GOLD,maribeth.dona@example.com,2020-01-15 06:30:00+00:00
PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,15,4435.75,194.23,2020-01-15,GOLD,patrick.gardner@example.com,2020-01-15 06:30:00+00:00
JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,5,4427.14,1219.98,2017-10-30,GOLD,jamie.kunitz@example.com,2019-12-31 22:00:00+00:00
TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140,East,8,4418.96,-346.21,2020-01-15,GOLD,thea.hudgings@unknown.local,2020-01-15 06:30:00+00:00
KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,5,4416.52,1756.14,2017-09-25,GOLD,katrina.willman@example.com,2019-12-31 22:00:00+00:00
AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,90036,West,10,4375.79,867.73,2017-12-17,GOLD,arianne.irving@example.com,2019-12-31 22:00:00+00:00
SC-20230,Scot Coram,Unknown,United States,Los Angeles,California,90004,West,4,4371.96,440.14,2017-08-03,GOLD,scot.coram@example.com,2019-12-31 22:00:00+00:00
EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,5,4358.13,656.2,2017-10-01,GOLD,ellis.ballard@example.com,2019-12-31 22:00:00+00:00
GZ-14470,Gary Zandusky,Consumer,United States,Columbia,Maryland,21044,East,9,4355.15,1087.75,2017-12-23,GOLD,gary.zandusky@example.com,2019-12-31 22:00:00+00:00
SR-20740,Steven Roelle,Home Office,United States,Bloomington,Indiana,47401,Central,8,4345.89,1990.42,2017-06-17,GOLD,steven.roelle@example.com,2019-12-31 22:00:00+00:00
ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,California,94110,West,9,4326.14,353.65,2017-12-03,GOLD,natalie.decherney@unknown.local,2019-12-31 22:00:00+00:00
MA-17560,Matt Abelman,Home Office,United States,Everett,Massachusetts,02149,East,11,4299.16,1240.23,2017-10-27,GOLD,matt.abelman@example.com,2019-12-31 22:00:00+00:00
SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134,East,10,4282.94,566.72,2017-10-12,GOLD,sung.pak@example.com,2019-12-31 22:00:00+00:00
DK-12895,Dana Kaydos,Consumer,United States,Seattle,Washington,98103,West,5,4282.18,937.65,2017-11-15,GOLD,dana.kaydos@example.com,2019-12-31 22:00:00+00:00
RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122,West,8,4272.93,480.59,2017-10-19,GOLD,rick.duston@example.com,2019-12-31 22:00:00+00:00
TC-21295,Toby Carlisle,Consumer,United States,Westminster,California,92683,West,8,4266.81,606.37,2017-12-03,GOLD,toby.carlisle@example.com,2019-12-31 22:00:00+00:00
AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,5,4260.78,719.78,2017-12-08,GOLD,alan.schoenberger@example.com,2019-12-31 22:00:00+00:00
FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,10,4256.27,1073.27,2017-11-23,GOLD,frank.hawley@example.com,2019-12-31 22:00:00+00:00
CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,8,4246.46,1049.56,2017-06-16,GOLD,claudia.bergmann@example.com,2019-12-31 22:00:00+00:00
TH-21550,Tracy Hopkins,Home Office,United States,Columbia,Maryland,21044,East,7,4234.1,-571.97,2017-10-19,GOLD,tracy.hopkins@example.com,2019-12-31 22:00:00+00:00
BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,5,4204.68,1487.77,2017-09-02,GOLD,bill.eplett@example.com,2019-12-31 22:00:00+00:00
JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,00000,South,8,4198.33,1073.21,2017-11-06,GOLD,jill.fjeld@example.com,2019-12-31 22:00:00+00:00
SL-20155,Sara Luxemburg,Home Office,United States,Durham,North Carolina,27707,South,8,4160.01,752.81,2020-01-15,GOLD,sara.luxemburg@example.com,2020-01-15 06:30:00+00:00
RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,8,4159.77,1206.39,2017-11-24,GOLD,roland.schwarz@example.com,2019-12-31 22:00:00+00:00
MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,11,4152.7,-371.71,2017-10-20,GOLD,muhammed.yedwab@example.com,2019-12-31 22:00:00+00:00
PM-19135,Peter McVee,Unknown,United States,Dover,New Hampshire,03820,East,4,4115.66,526.75,2017-11-09,GOLD,peter.mcvee@example.com,2019-12-31 22:00:00+00:00
SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,9,4105.3,485.03,2017-02-13,GOLD,stewart.visinsky@example.com,2019-12-31 22:00:00+00:00
DM-13345,Denise Monton,Corporate,United States,San Francisco,California,94109,West,8,4074.47,1319.06,2017-12-08,GOLD,denise.monton@example.com,2019-12-31 22:00:00+00:00
FP-14320,Frank Preis,Consumer,United States,Huntsville,Texas,77340,Central,8,4046.75,406.45,2017-12-07,GOLD,frank.preis@example.com,2019-12-31 22:00:00+00:00
CA-12265,Christina Anderson,Consumer,United States,Miami,Florida,33101,South,12,4021.39,358.39,2020-01-15,GOLD,christina.anderson@example.com,2020-01-15 06:30:00+00:00
SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,6,3990.69,14.69,2017-10-21,GOLD,susan.pistek@example.com,2019-12-31 22:00:00+00:00
CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,4,3984.45,176.31,2015-03-01,GOLD,craig.molinari@example.com,2020-01-15 06:30:00+00:00
MP-17965,Michael Paige,Corporate,United States,Mcallen,Texas,78501,Central,9,3983.64,638.16,2017-10-19,GOLD,michael.paige@example.com,2019-12-31 22:00:00+00:00
SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,12,3949.66,144.12,2017-09-26,GOLD,sanjit.jacobs@example.com,2019-12-31 22:00:00+00:00
LF-17185,Luke Foster,Consumer,United States,San Antonio,Texas,78207,Central,7,3930.51,-3583.98,2017-12-08,GOLD,luke.foster@example.com,2019-12-31 22:00:00+00:00
PW-19240,Pierre Wener,Consumer,United States,Wilmington,Delaware,19805,East,7,3922.42,1290.35,2016-09-22,GOLD,pierre.wener@example.com,2019-12-31 22:00:00+00:00
GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,8,3919.78,840.9,2017-08-03,GOLD,george.ashbrook@example.com,2019-12-31 22:00:00+00:00
KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,9,3918.97,727.38,2017-11-02,GOLD,ken.heidel@example.com,2019-12-31 22:00:00+00:00
CC-12220,Chris Cortes,Consumer,United States,Unknown,Washington,98103,West,12,3913.42,393.96,2017-12-10,GOLD,chris.cortes@example.com,2019-12-31 22:00:00+00:00
DB-13555,Dorothy Badders,Corporate,United States,Newark,Delaware,19711,East,7,3908.8,109.33,2017-09-14,GOLD,dorothy.badders@example.com,2019-12-31 22:00:00+00:00
NP-18670,Nora Paige,Consumer,United States,Lakewood,New Jersey,00000,East,5,3908.4,514.6,2017-11-02,GOLD,nora.paige@example.com,2019-12-31 22:00:00+00:00
KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037,West,4,3908.26,709.42,2017-09-24,GOLD,kelly.collister@example.com,2019-12-31 22:00:00+00:00
FC-14335,Fred Chung,Corporate,United States,Chicago,Illinois,00000,Central,7,3889.37,714.29,2017-06-29,GOLD,fred.chung@example.com,2019-12-31 22:00:00+00:00
BS-11380,Bill Stewart,Corporate,United States,Denver,Colorado,80219,West,5,3887.83,-17.53,2017-12-02,GOLD,bill.stewart@example.com,2019-12-31 22:00:00+00:00
JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,78550,Central,5,3868.02,564.98,2016-07-14,GOLD,john.stevenson@example.com,2019-12-31 22:00:00+00:00
RA-19885,Ruben Ausman,Corporate,United States,San Francisco,California,00000,West,7,3832.31,1292.87,2017-11-17,GOLD,ruben.ausman@example.com,2019-12-31 22:00:00+00:00
AT-10735,Annie Thurman,Consumer,United States,New York City,New York,00000,East,10,3831.86,974.11,2017-12-17,GOLD,annie.thurman@example.com,2019-12-31 22:00:00+00:00
MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140,East,9,3824.29,41.22,2020-01-15,GOLD,marc.harrigan@example.com,2020-01-15 06:30:00+00:00
OT-18730,Olvera Toch,Consumer,United States,Bethlehem,Pennsylvania,18018,East,5,3818.62,-925.12,2017-10-26,GOLD,olvera.toch@example.com,2019-12-31 22:00:00+00:00
MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,7,3805.71,698.42,2017-12-29,GOLD,michael.chen@example.com,2019-12-31 22:00:00+00:00
MM-17920,Michael Moore,Consumer,United States,Chesapeake,Virginia,00000,South,11,3794.08,82.12,2017-12-23,GOLD,michael.moore@example.com,2019-12-31 22:00:00+00:00
CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,77642,Central,6,3789.72,1143.38,2017-09-25,GOLD,carol.adams@example.com,2019-12-31 22:00:00+00:00
MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,7,3785.28,341.9,2017-12-01,GOLD,matthew.grinstein@example.com,2019-12-31 22:00:00+00:00
JK-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,7,3760.03,750.95,2017-10-30,GOLD,jim.karlsson@example.com,2019-12-31 22:00:00+00:00
FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,9,3736.2,198.11,2017-11-24,GOLD,frank.merwin@example.com,2019-12-31 22:00:00+00:00
SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415,Central,8,3729.79,671.0,2017-06-26,GOLD,scott.cohen@example.com,2019-12-31 22:00:00+00:00
RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,12,3700.03,793.72,2020-01-15,GOLD,randy.ferguson@unknown.local,2020-01-15 06:30:00+00:00
HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Unknown,7,3690.28,804.61,2017-12-24,GOLD,hunter.glantz@example.com,2019-12-31 22:00:00+00:00
BP-11185,Ben Peterman,Unknown,United States,Arvada,Colorado,00000,West,9,3675.86,363.6,2017-12-29,GOLD,ben.peterman@example.com,2019-12-31 22:00:00+00:00
SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,7,3662.29,591.32,2020-01-15,GOLD,speros.goranitis@example.com,2020-01-15 06:30:00+00:00
MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,10,3659.71,498.09,2020-01-15,GOLD,marc.crier@example.com,2020-01-15 06:30:00+00:00
LP-17095,Liz Preis,Consumer,United States,Aurora,Illinois,60505,Central,7,3653.4,338.45,2017-12-21,GOLD,liz.preis@example.com,2019-12-31 22:00:00+00:00
CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,00000,South,9,3651.86,-342.8,2017-12-28,GOLD,christopher.schild@example.com,2019-12-31 22:00:00+00:00
EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,44312,East,9,3644.98,13.62,2017-11-12,GOLD,ed.braxton@example.com,2019-12-31 22:00:00+00:00
JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,7,3635.59,757.18,2017-12-22,GOLD,jeremy.pistek@example.com,2019-12-31 22:00:00+00:00
SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,11,3625.33,366.43,2017-11-25,GOLD,sam.zeldin@example.com,2019-12-31 22:00:00+00:00
RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,5,3621.38,563.79,2017-11-28,GOLD,rick.hansen@example.com,2019-12-31 22:00:00+00:00
TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420,South,4,3589.3,829.16,2017-11-02,GOLD,thomas.boland@example.com,2019-12-31 22:00:00+00:00
GM-14440,Gary McGarr,Consumer,United States,Knoxville,Tennessee,37918,South,7,3582.82,347.27,2017-10-08,GOLD,gary.mcgarr@example.com,2019-12-31 22:00:00+00:00
RD-19660,Robert Dilbeck,Home Office,United States,Miami,Florida,33101,South,6,3576.41,968.15,2020-01-15,GOLD,robert.dilbeck@example.com,2020-01-15 06:30:00+00:00
PJ-20077,Priya Joshi,Home Office,United States,Houston,Texas,77041,Central,6,3568.4,951.48,2020-01-15,GOLD,priya.joshi@example.com,2020-01-15 06:30:00+00:00
DL-13495,Dionis Lloyd,Corporate,United States,Detroit,Michigan,48227,Central,8,3539.32,-52.79,2017-10-15,GOLD,dionis.lloyd@unknown.local,2019-12-31 22:00:00+00:00
TS-21655,Trudy Schmidt,Consumer,United States,Unknown,Texas,79907,Central,5,3536.49,220.92,2017-05-06,GOLD,trudy.schmidt@example.com,2019-12-31 23:45:00+00:00
RS-20280,Rafael Silva,Corporate,United States,New York City,New York,10024,East,4,3525.43,-98.48,2020-01-15,GOLD,rafael.silva@example.com,2020-01-15 06:30:00+00:00
ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,90049,West,5,3510.46,1003.29,2017-11-20,GOLD,erica.smith@example.com,2019-12-31 22:00:00+00:00
RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,5,3495.65,707.55,2017-10-12,GOLD,robert.waldorf@example.com,2019-12-31 22:00:00+00:00
DE-13255,Deanra Eno,Home Office,United States,Seattle,Washington,98101,West,6,3491.09,507.96,2020-01-15,GOLD,deanra.eno@example.com,2020-01-15 06:30:00+00:00
AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Unknown,7,3489.04,-246.43,2017-09-24,GOLD,anna.gayman@example.com,2019-12-31 22:00:00+00:00
ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,8,3484.92,670.44,2017-08-17,GOLD,emily.ducich@example.com,2019-12-31 22:00:00+00:00
PW-19030,Pauline Webber,Corporate,United States,New York City,New York,10009,East,10,3454.92,803.82,2017-11-14,GOLD,pauline.webber@example.com,2019-12-31 22:00:00+00:00
JG-15310,Jason Gross,Home Office,United States,Newark,Ohio,43055,East,8,3442.35,5.19,2020-01-15,GOLD,jason.gross@example.com,2020-01-15 06:30:00+00:00
SF-20200,Sarah Foster,Consumer,United States,Seattle,Washington,98103,West,9,3422.79,286.9,2017-11-01,GOLD,sarah.foster@example.com,2019-12-31 22:00:00+00:00
DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,12,3419.3,881.12,2017-12-09,GOLD,damala.kotsonis@example.com,2019-12-31 23:45:00+00:00
FC-14245,Frank Carlisle,Home Office,United States,Unknown,California,94109,West,7,3418.74,1217.17,2017-10-21,GOLD,frank.carlisle@example.com,2019-12-31 22:00:00+00:00
LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,11,3409.14,293.42,2020-01-15,GOLD,logan.currie@example.com,2020-01-15 06:30:00+00:00
LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida,33614,South,4,3408.96,299.48,2016-10-20,GOLD,lindsay.castell@example.com,2019-12-31 23:45:00+00:00
SH-19975,Sally Hughsby,Corporate,United States,Milwaukee,Wisconsin,53209,Central,13,3406.84,558.47,2017-12-01,GOLD,sally.hughsby@example.com,2019-12-31 22:00:00+00:00
SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,3,3406.58,570.44,2017-12-22,GOLD,sandra.glassco@example.com,2019-12-31 22:00:00+00:00
CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19143,East,8,3386.73,-506.51,2020-01-15,GOLD,charles.mccrossin@example.com,2020-01-15 06:30:00+00:00
IQ-20231,Iris Quinn,Consumer,United States,Los Angeles,California,90036,West,5,3369.62,-152.0,2020-01-15,GOLD,iris.quinn@example.com,2020-01-15 06:30:00+00:00
SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023,Central,5,3362.96,-317.05,2015-11-10,GOLD,sam.craven@example.com,2019-12-31 22:00:00+00:00
CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,11,3362.27,831.94,2017-12-24,GOLD,christine.sundaresam@example.com,2019-12-31 23:45:00+00:00
VP-21760,Victoria Pisteka,Corporate,United States,Columbus,Ohio,43229,East,7,3360.53,-1018.78,2017-10-16,GOLD,victoria.pisteka@example.com,2019-12-31 22:00:00+00:00
DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,3,3356.4,731.56,2017-12-18,GOLD,doug.jacobs@example.com,2019-12-31 22:00:00+00:00
KB-16240,Karen Bern,Corporate,United States,Saint Cloud,Minnesota,56301,Central,11,3342.77,991.29,2020-01-15,GOLD,karen.bern@example.com,2020-01-15 06:30:00+00:00
DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,6,3341.59,353.21,2017-12-01,GOLD,dianna.vittorini@unknown.local,2019-12-31 22:00:00+00:00
DC-12850,Dan Campbell,Consumer,United States,Memphis,Tennessee,38109,South,9,3336.17,-1441.63,2017-11-23,GOLD,dan.campbell@example.com,2019-12-31 22:00:00+00:00
SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,38401,South,9,3327.26,-104.2,2020-01-15,GOLD,sean.odonnell@example.com,2020-01-15 06:30:00+00:00
AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,10,3323.56,579.31,2017-09-23,GOLD,arthur.prichep@example.com,2019-12-31 22:00:00+00:00
DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,8,3318.49,377.08,2017-12-11,GOLD,dennis.kane@example.com,2019-12-31 22:00:00+00:00
KH-16330,Katharine Harms,Corporate,United States,New York City,New York,10024,East,8,3312.86,454.79,2017-11-20,GOLD,katharine.harms@example.com,2019-12-31 22:00:00+00:00
RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,00000,East,6,3302.26,721.68,2017-07-13,GOLD,rick.reed@example.com,2019-12-31 22:00:00+00:00
CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,13,3296.87,917.77,2020-01-15,GOLD,chris.selesnick@example.com,2020-01-15 06:30:00+00:00
BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,7,3288.47,634.85,2017-09-24,GOLD,brian.dahlen@example.com,2019-12-31 22:00:00+00:00
BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,3,3288.11,238.74,2016-05-27,GOLD,brian.stugart@example.com,2019-12-31 22:00:00+00:00
RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,60610,Central,9,3279.75,698.83,2017-10-02,GOLD,rob.williams@example.com,2019-12-31 22:00:00+00:00
RB-19705,Roger Barcio,Home Office,United States,Denver,Colorado,80202,West,8,3273.45,342.83,2020-01-15,GOLD,roger.barcio@example.com,2020-01-15 06:30:00+00:00
DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122,Central,6,3272.2,4.21,2017-11-03,GOLD,daniel.lacy@example.com,2019-12-31 22:00:00+00:00
RP-19855,Roy Phan,Corporate,United States,Seattle,Washington,98101,West,10,3255.45,679.18,2020-01-15,GOLD,roy.phan@example.com,2020-01-15 06:30:00+00:00
AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,9,3255.31,64.54,2017-12-02,GOLD,adam.shillingsburg@example.com,2019-12-31 22:00:00+00:00
JO-15145,Jack O'Briant,Corporate,United States,Franklin,Wisconsin,53132,Central,9,3254.95,581.4,2017-11-03,GOLD,jack.obriant@example.com,2019-12-31 22:00:00+00:00
AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,02920,East,10,3250.34,281.19,2017-11-26,GOLD,adam.hart@example.com,2019-12-31 22:00:00+00:00
HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,12,3247.64,-2797.96,2017-12-07,GOLD,henry.goldwyn@example.com,2019-12-31 22:00:00+00:00
EB-13750,Edward Becker,Corporate,United States,New York City,New York,00000,East,10,3236.31,-80.29,2017-11-25,GOLD,edward.becker@unknown.local,2019-12-31 22:00:00+00:00
SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027,West,5,3233.48,-3333.91,2017-12-22,GOLD,sharelle.roach@example.com,2019-12-31 22:00:00+00:00
CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,78745,Central,10,3231.35,132.28,2020-01-15,GOLD,cynthia.voltz@example.com,2020-01-15 06:30:00+00:00
LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,6,3230.31,662.83,2017-11-27,GOLD,lindsay.williams@example.com,2019-12-31 22:00:00+00:00
RS-19420,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,06450,East,5,3221.29,633.45,2017-10-15,GOLD,ricardo.sperren@example.com,2019-12-31 22:00:00+00:00
AS-10285,Alejandro Savely,Corporate,United States,Dallas,Texas,75081,Central,6,3214.24,354.63,2017-12-11,GOLD,alejandro.savely@example.com,2019-12-31 22:00:00+00:00
MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,7,3206.13,600.29,2016-01-11,GOLD,mark.packer@example.com,2019-12-31 22:00:00+00:00
BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,7,3196.75,447.75,2017-12-10,GOLD,brian.thompson@example.com,2019-12-31 22:00:00+00:00
DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,5,3195.82,562.78,2017-11-28,GOLD,deirdre.greer@example.com,2019-12-31 22:00:00+00:00
AM-20056,Arjun Mehta,Home Office,United States,New York City,New York,10024,East,4,3194.47,631.76,2020-01-15,GOLD,arjun.mehta@example.com,2020-01-15 06:30:00+00:00
