customer_sk,customer_id,customer_name,segment,country,city,state,postal_code,region,total_orders,total_sales,total_profit,last_order_date,loyalty_tier,email,record_updated_at,record_hash,effective_start_date,effective_end_date,is_current
209,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,8,2501.69,345.25,2017-11-12,GOLD,don.jones@example.com,2019-12-31 22:00:00+00:00,84a062e2a6f4b919193201fcd66965fc,2019-12-31 22:00:00+00:00,,True
210,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,3,3356.4,731.56,2017-12-18,GOLD,doug.jacobs@example.com,2019-12-31 22:00:00+00:00,c285c27de1c25aa755849e86c5634ec2,2019-12-31 22:00:00+00:00,,True
211,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,12,3419.3,881.12,2017-12-09,GOLD,damala.kotsonis@example.com,2019-12-31 23:45:00+00:00,589162fc03dfa258bbfaa041bceff309,2019-12-31 22:00:00+00:00,,True
212,DK-12895,Dana Kaydos,Consumer,United States,Seattle,Washington,98103,West,5,4282.18,937.65,2017-11-15,GOLD,dana.kaydos@example.com,2019-12-31 22:00:00+00:00,86b9629af9a6061685a3aa4a8fb133ba,2019-12-31 22:00:00+00:00,,True
213,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,5,1687.04,-107.35,2017-12-23,SILVER,darren.koutras@unknown.local,2019-12-31 22:00:00+00:00,053eff8a2e321e3a56d643ba716a5baa,2019-12-31 22:00:00+00:00,,True
214,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735,East,7,2650.56,536.39,2017-11-18,GOLD,dave.kipp@example.com,2019-12-31 22:00:00+00:00,4ac406c4e72183f910da1855a491e7bf,2019-12-31 22:00:00+00:00,,True
215,DK-13150,David Kendrick,Corporate,United States,New York City,New York,10009,East,2,797.83,249.94,2017-12-20,BRONZE,david.kendrick@example.com,2019-12-31 22:00:00+00:00,8fd58f96fceac26b20ef17deed4b5d64,2019-12-31 22:00:00+00:00,,True
216,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,9,4802.39,209.9,2017-12-20,GOLD,dean.katz@example.com,2019-12-31 22:00:00+00:00,388213099ea25ed07f4df471fb26844a,2019-12-31 22:00:00+00:00,,True
217,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,8,3318.49,377.08,2017-12-11,GOLD,dennis.kane@example.com,2019-12-31 22:00:00+00:00,5cd5149e2caedfdbce0a31b89775aa74,2019-12-31 22:00:00+00:00,,True
218,DL-12865,Dan Lawera,Consumer,United States,Unknown,California,90805,West,8,1503.11,322.24,2017-09-21,SILVER,dan.lawera@example.com,2019-12-31 22:00:00+00:00,9ef9618cf340e0c147551f5033053c46,2019-12-31 22:00:00+00:00,,True
219,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122,Central,6,3272.2,4.21,2017-11-03,GOLD,daniel.lacy@example.com,2019-12-31 22:00:00+00:00,c947e5fdb49410a8831920610359e14c,2019-12-31 22:00:00+00:00,,True
220,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,Unknown,8,1458.26,288.87,2017-12-08,SILVER,delfina.latchford@example.com,2019-12-31 22:00:00+00:00,f379fb9dc6a3ec6140cb07c7634c7dcf,2019-12-31 22:00:00+00:00,,True
221,DL-13330,Denise Leinenbach,Consumer,United States,Lawrence,Indiana,46226,Central,4,585.02,222.68,2017-11-03,BRONZE,denise.leinenbach@example.com,2019-12-31 22:00:00+00:00,f38a4146a9685957570572f4a5f19b19,2019-12-31 22:00:00+00:00,,True
222,DL-13495,Dionis Lloyd,Corporate,United States,Detroit,Michigan,48227,Central,8,3539.32,-52.79,2017-10-15,GOLD,dionis.lloyd@unknown.local,2019-12-31 22:00:00+00:00,ba623f6e665ead582b1aca8106153024,2019-12-31 22:00:00+00:00,,True
223,DM-12955,Dario Medina,Corporate,United States,Houston,Texas,77036,Central,7,1322.03,108.76,2017-09-07,SILVER,dario.medina@example.com,2019-12-31 22:00:00+00:00,e28dad4b3471838fd160392565c78810,2019-12-31 22:00:00+00:00,,True
224,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,7,6345.1,1677.39,2017-11-03,PLATINUM,darrin.martin@example.com,2019-12-31 22:00:00+00:00,3e0bf96a31fc24af59c379882b5c6991,2019-12-31 22:00:00+00:00,,True
225,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,94109,West,8,4074.47,1319.06,2017-12-08,GOLD,denise.monton@example.com,2019-12-31 22:00:00+00:00,92ffa857066185a5dd972625cd936116,2019-12-31 22:00:00+00:00,,True
226,DM-13525,Don Miller,Corporate,United States,New York City,New York,10035,East,3,1376.79,199.77,2016-09-05,SILVER,don.miller@example.com,2019-12-31 22:00:00+00:00,8298d45dc5c645c79c5b80b7430af6b9,2019-12-31 22:00:00+00:00,,True
227,DN-13690,Duane Noonan,Consumer,United States,Columbia,Maryland,21044,East,7,2139.79,540.54,2017-05-27,SILVER,duane.noonan@example.com,2019-12-31 22:00:00+00:00,eb0cdbdb879a470d9088cbeed6da26bc,2019-12-31 22:00:00+00:00,,True
228,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229,East,9,1300.03,-38.91,2017-08-19,SILVER,denny.ordway@example.com,2019-12-31 22:00:00+00:00,fc722580cd17c0cfe2a811fdb64770d0,2019-12-31 22:00:00+00:00,,True
229,DO-13645,Doug O'Connell,Consumer,United States,Paterson,New Jersey,07501,East,7,1267.32,294.07,2017-12-04,SILVER,doug.oconnell@example.com,2019-12-31 22:00:00+00:00,323c748c8cae4dda089b4771c7e77a74,2019-12-31 22:00:00+00:00,,True
230,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,9,1050.64,241.45,2017-08-26,SILVER,darren.powers@example.com,2019-12-31 22:00:00+00:00,544d05e9a06efa3710dca3c4dcf4ec04,2019-12-31 22:00:00+00:00,,True
231,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,11550,East,8,2215.0,563.18,2017-12-24,SILVER,dave.poirier@example.com,2019-12-31 22:00:00+00:00,d67e28e35286a94f3f2a046de5ff67c3,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
982,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,11550,East,9,2842.73,812.18,2020-01-15,GOLD,dave.poirier@example.com,2020-01-15 06:30:00+00:00,bfaabb78140ecd94a38682e6b7498ac9,2020-01-15 06:30:00+00:00,,True
232,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,2,1058.62,-40.94,2015-10-10,SILVER,david.philippe@example.com,2019-12-31 22:00:00+00:00,3037f49b0c0ef7fc2e3b9e120351a869,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
983,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,3,1497.61,-49.24,2020-01-15,SILVER,david.philippe@example.com,2020-01-15 06:30:00+00:00,7695429b40db89feafd7e1f77ca1fabb,2020-01-15 06:30:00+00:00,,True
233,DP-13390,Dennis Pardue,Home Office,United States,North Las Vegas,Nevada,89031,West,9,5480.72,1571.83,2017-01-06,PLATINUM,dennis.pardue@example.com,2019-12-31 22:00:00+00:00,1fc3a275f8fd8cfff60839b51fbd8c79,2019-12-31 22:00:00+00:00,,True
840,DP-20007,Diya Patel,Corporate,United States,Los Angeles,California,90036,West,3,975.72,160.7,2020-01-15,BRONZE,diya.patel@example.com,2020-01-15 06:30:00+00:00,0c9230d64b631624ec105d5bff8dcf29,2020-01-15 06:30:00+00:00,,True
234,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,9,6528.03,1641.86,2017-12-27,PLATINUM,dan.reichenbach@example.com,2019-12-31 22:00:00+00:00,955e21d486c03ea5d6da81485aa858ef,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
984,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,11,7391.45,1776.48,2020-01-15,PLATINUM,dan.reichenbach@example.com,2020-01-15 06:30:00+00:00,de9841fca1af819cf0eb8bff08cccefe,2020-01-15 06:30:00+00:00,,True
235,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,02038,East,8,8350.87,2869.08,2017-11-10,PLATINUM,daniel.raglin@example.com,2019-12-31 22:00:00+00:00,4becd51ec00060de18fc92d7f6e5126c,2019-12-31 22:00:00+00:00,,True
236,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,4,1762.21,193.33,2017-09-28,SILVER,darrin.sayre@example.com,2019-12-31 22:00:00+00:00,99d4f39be2dfd8764067cce217c44a24,2019-12-31 22:00:00+00:00,,True
237,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,9,2881.81,163.7,2017-12-07,GOLD,david.smith@example.com,2019-12-31 22:00:00+00:00,c48fa72e05c88b5a7b4f98d041a5d007,2019-12-31 22:00:00+00:00,,True
238,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,5,1119.48,-427.18,2017-12-11,SILVER,darrin.van.huff@example.com,2019-12-31 22:00:00+00:00,6dc76a8b619c9ec88bde2ef64990257c,2019-12-31 22:00:00+00:00,,True
239,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,6,3341.59,353.21,2017-12-01,GOLD,dianna.vittorini@unknown.local,2019-12-31 22:00:00+00:00,68130d95a87211fd54d9e6af72cbbdc8,2019-12-31 22:00:00+00:00,,True
240,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,6,1080.75,-86.87,2017-10-22,SILVER,david.wiener@example.com,2019-12-31 22:00:00+00:00,eac07cb62bfd968fe4e4bba0908b8cec,2019-12-31 22:00:00+00:00,,True
241,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,5,5271.63,1348.76,2017-05-27,PLATINUM,dianna.wilson@example.com,2019-12-31 22:00:00+00:00,14085018297f0c9f5001180a258b0048,2019-12-31 22:00:00+00:00,,True
242,DW-13540,Don Weiss,Consumer,United States,Seattle,Washington,98105,West,5,361.28,69.67,2017-09-23,BRONZE,don.weiss@example.com,2019-12-31 23:45:00+00:00,01e8305ce4b605d21831e251122bc21a,2019-12-31 22:00:00+00:00,,True
243,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,7,1204.85,-266.9,2017-05-02,SILVER,dorothy.wardle@example.com,2019-12-31 22:00:00+00:00,dce2777d2f1b9f00ceafebc28fc872aa,2019-12-31 22:00:00+00:00,,True
244,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105,West,5,755.6,175.24,2017-09-02,BRONZE,dorris.liebe@example.com,2019-12-31 22:00:00+00:00,628a5516126b0639713ab41c3dc61a43,2019-12-31 22:00:00+00:00,,True
245,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,11,7198.76,333.36,2017-10-07,PLATINUM,dean.percer@example.com,2019-12-31 22:00:00+00:00,cc1b516325f77091d2817b6bf5756fef,2019-12-31 22:00:00+00:00,,True
246,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,13,2846.7,-52.74,2017-07-31,GOLD,erin.ashbrook@example.com,2019-12-31 22:00:00+00:00,3f6fccb30f8c1e3222a8582836695285,2019-12-31 22:00:00+00:00,,True
247,EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,44312,East,9,3644.98,13.62,2017-11-12,GOLD,ed.braxton@example.com,2019-12-31 22:00:00+00:00,d7bd912e6b1317ddd019fe3ca4aa40d9,2019-12-31 22:00:00+00:00,,True
248,EB-13750,Edward Becker,Corporate,United States,New York City,New York,00000,East,10,3236.31,-80.29,2017-11-25,GOLD,edward.becker@unknown.local,2019-12-31 22:00:00+00:00,9d8a7d5536dd3dc59d6684f41303e23a,2019-12-31 22:00:00+00:00,,True
249,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,5,4358.13,656.2,2017-10-01,GOLD,ellis.ballard@example.com,2019-12-31 22:00:00+00:00,52e04aeea3372e6666674e70468abd04,2019-12-31 22:00:00+00:00,,True
250,EB-13870,Emily Burns,Consumer,United States,Phoenix,Arizona,85023,West,10,2767.22,261.53,2017-09-21,GOLD,emily.burns@example.com,2019-12-31 22:00:00+00:00,b41bbae2b61aea864bf862de1ba23af8,2019-12-31 22:00:00+00:00,,True
251,EB-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710,South,5,944.6,0.6,2017-07-22,BRONZE,eric.barreto@example.com,2019-12-31 22:00:00+00:00,0dc411eeb405d1bab4e15df9d4b6d546,2019-12-31 22:00:00+00:00,,True
252,EB-13975,Erica Bern,Corporate,United States,Fairfield,California,00000,West,4,1643.26,162.88,2017-12-30,SILVER,erica.bern@example.com,2019-12-31 22:00:00+00:00,f4959f589255a02324a787706607a6c2,2019-12-31 22:00:00+00:00,,True
253,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,6,3071.13,184.77,2017-09-08,GOLD,eugene.barchas@example.com,2019-12-31 22:00:00+00:00,fc44108381b053a1418197e92e93ad85,2019-12-31 22:00:00+00:00,,True
254,EB-14170,Evan Bailliet,Consumer,United States,Seattle,Washington,98115,West,6,1186.33,282.17,2017-10-09,SILVER,evan.bailliet@example.com,2019-12-31 22:00:00+00:00,77238d2c614328466617fdf7f6d1ed86,2019-12-31 22:00:00+00:00,,True
255,EC-14050,Erin Creighton,Consumer,United States,Columbus,Georgia,31907,South,5,461.91,96.43,2017-11-07,BRONZE,erin.creighton@example.com,2019-12-31 22:00:00+00:00,148c4ee0cf2603bca496182439ec8c60,2019-12-31 22:00:00+00:00,,True
256,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,8,3484.92,670.44,2017-08-17,GOLD,emily.ducich@example.com,2019-12-31 22:00:00+00:00,d7ea5b1dda740f7744e83a4ffe52ead4,2019-12-31 22:00:00+00:00,,True
842,EF-20210,Ethan Ford,Consumer,United States,San Diego,California,92024,West,10,7071.75,1118.33,2020-01-15,PLATINUM,ethan.ford@example.com,2020-01-15 06:30:00+00:00,c22d1b34e368884b76810d7cd33e1c9a,2020-01-15 06:30:00+00:00,,True
257,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,5,1923.62,104.27,2017-12-08,SILVER,emily.grady@example.com,2019-12-31 23:45:00+00:00,9218a2ca6fd431a9b1e84fb5ab0adbfe,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
985,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,9,2454.22,134.63,2020-01-15,SILVER,emily.grady@example.com,2020-01-15 06:30:00+00:00,774cee8c1045b759e4afde7072613a6f,2020-01-15 06:30:00+00:00,,True
258,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,12,10310.88,1393.52,2017-08-17,PLATINUM,edward.hooks@unknown.local,2019-12-31 22:00:00+00:00,673078946045baa5fcb75ce589ba04e3,2019-12-31 22:00:00+00:00,,True
259,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,00000,Central,8,684.17,53.54,2017-05-27,BRONZE,eric.hoffmann@example.com,2019-12-31 22:00:00+00:00,d602ac7598edb1010948900780cea263,2019-12-31 22:00:00+00:00,,True
260,EH-13990,Erica Hackney,Consumer,United States,Meriden,Connecticut,06450,East,6,825.95,150.38,2016-11-20,BRONZE,erica.hackney@example.com,2019-12-31 22:00:00+00:00,8efdb2ff1a221f4cd46cdd3db86fa995,2019-12-31 22:00:00+00:00,,True
261,EH-14005,Erica Hernandez,Home Office,United States,Hialeah,Florida,33012,South,7,1219.53,-94.14,2017-12-28,SILVER,erica.hernandez@example.com,2019-12-31 22:00:00+00:00,1e1bf0e754d5c53b9e6f01f10adc2e83,2019-12-31 22:00:00+00:00,,True
262,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,California,94110,West,10,3082.65,96.27,2017-07-31,GOLD,eugene.hildebrand@example.com,2019-12-31 22:00:00+00:00,b4cba879168ed810211e3c3a228a5581,2019-12-31 22:00:00+00:00,,True
263,EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601,South,6,923.88,242.11,2017-09-16,BRONZE,evan.henry@example.com,2019-12-31 22:00:00+00:00,1e2b7a4e65e6be61b8f7641d50b96bb5,2019-12-31 22:00:00+00:00,,True
264,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,4,2162.17,387.02,2017-03-03,SILVER,ed.jacobs@example.com,2019-12-31 22:00:00+00:00,025384de6fc3d1dd5f1adbf8c80649e5,2019-12-31 22:00:00+00:00,,True
265,EJ-14155,Eva Jacobs,Consumer,United States,Franklin,Massachusetts,02038,East,5,2656.69,451.88,2017-11-03,GOLD,eva.jacobs@example.com,2019-12-31 22:00:00+00:00,6f6c1c9a0f41706a7b96208505a2615d,2019-12-31 22:00:00+00:00,,True
266,EK-13795,Eileen Kiefer,Home Office,United States,Chicago,Illinois,60610,Central,4,1303.48,97.11,2017-11-16,SILVER,eileen.kiefer@example.com,2019-12-31 22:00:00+00:00,ed7bb3aae91041f5e39c949f3dce3e9b,2019-12-31 22:00:00+00:00,,True
267,EL-13735,Ed Ludwig,Home Office,United States,Columbia,Maryland,21044,East,2,124.28,27.12,2017-10-14,BRONZE,ed.ludwig@example.com,2019-12-31 22:00:00+00:00,230023b9e558f47306b14f889d31a939,2019-12-31 22:00:00+00:00,,True
268,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,5,2567.01,-133.83,2017-08-20,GOLD,eleni.mccrary@example.com,2019-12-31 22:00:00+00:00,705e65166bc065340ffc7597a1c6d242,2019-12-31 22:00:00+00:00,,True
269,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,8,2339.6,682.55,2017-11-05,SILVER,elizabeth.moffitt@example.com,2019-12-31 22:00:00+00:00,c0e64e3782241d80689abd8236a1d70e,2019-12-31 22:00:00+00:00,,True
270,EM-13960,Eric Murdock,Consumer,United States,Quincy,Illinois,62301,Central,5,933.7,102.3,2017-08-01,BRONZE,eric.murdock@example.com,2019-12-31 22:00:00+00:00,3775362e58edca1d9345a30973a2d25f,2019-12-31 22:00:00+00:00,,True
271,EM-14065,Erin Mull,Consumer,United States,Jacksonville,North Carolina,28540,South,4,228.99,40.15,2017-11-13,BRONZE,erin.mull@example.com,2019-12-31 22:00:00+00:00,171c868db044e01fdccd4b0dfc4a02b9,2019-12-31 22:00:00+00:00,,True
272,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,4,1041.04,240.24,2017-09-08,SILVER,eudokia.martin@example.com,2019-12-31 22:00:00+00:00,5e354a388366a112753dce6466e64d93,2019-12-31 22:00:00+00:00,,True
273,EM-14140,Eugene Moren,Home Office,United States,Superior,Wisconsin,54880,Central,6,4588.44,1319.37,2017-11-12,GOLD,eugene.moren@example.com,2019-12-31 22:00:00+00:00,ec3fce44543aeec7c1a85d839db79864,2019-12-31 22:00:00+00:00,,True
274,EM-14200,Evan Minnotte,Home Office,United States,Virginia Beach,Virginia,23464,Unknown,3,366.82,21.77,2017-07-25,BRONZE,evan.minnotte@example.com,2019-12-31 22:00:00+00:00,e803dec3acf838afdcabdcfd81340167,2019-12-31 22:00:00+00:00,,True
275,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,4,2199.37,496.11,2017-03-18,SILVER,edward.nazzal@example.com,2019-12-31 22:00:00+00:00,6672d809ba73b99f98433aec1dec3888,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
986,EN-13780,Edward Nazzal,Corporate,United States,New York City,New York,10035,East,7,2822.68,699.73,2020-01-15,GOLD,edward.nazzal@example.com,2020-01-15 06:30:00+00:00,958f2caa8c714e0a788a4a7ed8ebcdef,2020-01-15 06:30:00+00:00,,True
276,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,17,5478.06,144.96,2017-12-18,PLATINUM,emily.phan@example.com,2019-12-31 22:00:00+00:00,a113134251783ce9d4d07ac1930666a8,2019-12-31 22:00:00+00:00,,True
845,EP-20133,Elena Petrova,Corporate,United States,Houston,Texas,77041,Central,4,5800.79,536.95,2020-01-15,PLATINUM,elena.petrova@example.com,2020-01-15 06:30:00+00:00,d7402ef3e365dc96f79767b2704096df,2020-01-15 06:30:00+00:00,,True
277,ER-13855,Elpida Rittenbach,Corporate,United States,Charlotte,North Carolina,28205,South,3,1245.79,-295.74,2016-11-04,SILVER,elpida.rittenbach@example.com,2019-12-31 22:00:00+00:00,86c52d03bdad655347c4cbd321de7cc3,2019-12-31 22:00:00+00:00,,True
278,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,90049,West,5,3510.46,1003.29,2017-11-20,GOLD,erica.smith@example.com,2019-12-31 22:00:00+00:00,9c55ff264942b155ff4e6389e883a70a,2019-12-31 22:00:00+00:00,,True
279,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,9,4657.92,246.67,2017-12-02,GOLD,erin.smith@example.com,2019-12-31 22:00:00+00:00,1be865af0d77bb09110e9ed81864dfb6,2019-12-31 22:00:00+00:00,,True
280,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219,West,7,2984.05,520.52,2017-09-24,GOLD,frank.atkinson@example.com,2019-12-31 22:00:00+00:00,e07cb9690edda73b52e8fb48c8f7b50c,2019-12-31 22:00:00+00:00,,True
281,FC-14245,Frank Carlisle,Home Office,United States,Unknown,California,94109,West,7,3418.74,1217.17,2017-10-21,GOLD,frank.carlisle@example.com,2019-12-31 22:00:00+00:00,143af3aa90f743186648ebaa1269c271,2019-12-31 22:00:00+00:00,,True
282,FC-14335,Fred Chung,Corporate,United States,Chicago,Illinois,00000,Central,7,3889.37,714.29,2017-06-29,GOLD,fred.chung@example.com,2019-12-31 22:00:00+00:00,6fc301affb95121386d0258877eb8d3c,2019-12-31 22:00:00+00:00,,True
283,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,01841,East,7,1383.14,394.74,2017-11-26,SILVER,frank.gastineau@example.com,2019-12-31 22:00:00+00:00,5572fd5b577033d42286f6d378c28509,2019-12-31 22:00:00+00:00,,True
284,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,10,4256.27,1073.27,2017-11-23,GOLD,frank.hawley@example.com,2019-12-31 22:00:00+00:00,58f8c1745f6234cb9a0656689eef83ec,2019-12-31 22:00:00+00:00,,True
285,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,4,2271.28,706.29,2017-06-01,SILVER,fred.harton@example.com,2019-12-31 22:00:00+00:00,eac0a84d745528e0ab0ea53ed0c45386,2019-12-31 22:00:00+00:00,,True
286,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115,West,8,6987.2,2050.28,2017-12-25,PLATINUM,fred.hopkins@example.com,2019-12-31 22:00:00+00:00,9fc943fdaeed7b7a94883d74edd2a118,2019-12-31 22:00:00+00:00,,True
846,FL-20147,Freya Larsen,Consumer,United States,Phoenix,Arizona,85023,West,8,1639.93,455.06,2020-01-15,SILVER,freya.larsen@example.com,2020-01-15 06:30:00+00:00,8406ec324a7ece683c024fce2d55c4e2,2020-01-15 06:30:00+00:00,,True
287,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,00000,South,10,2456.64,249.68,2017-12-23,SILVER,filia.mcadams@example.com,2019-12-31 22:00:00+00:00,a68a6385ebbbf9fc928e9459827d4007,2019-12-31 22:00:00+00:00,,True
288,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,9,3736.2,198.11,2017-11-24,GOLD,frank.merwin@example.com,2019-12-31 22:00:00+00:00,dfeaa5ee7ff1988dc74b76d478ff2254,2019-12-31 22:00:00+00:00,,True
289,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,9,2523.27,191.49,2017-08-07,GOLD,fred.mcmath@example.com,2019-12-31 22:00:00+00:00,8438fe98bc3ce78e27946662378cf7f0,2019-12-31 22:00:00+00:00,,True
290,FO-14305,Frank Olsen,Consumer,United States,Glendale,Arizona,85301,West,10,2678.44,215.6,2017-11-22,GOLD,frank.olsen@example.com,2019-12-31 22:00:00+00:00,7c86c102a58c9a215203988081d70621,2019-12-31 22:00:00+00:00,,True
291,FP-14320,Frank Preis,Consumer,United States,Huntsville,Texas,77340,Central,8,4046.75,406.45,2017-12-07,GOLD,frank.preis@example.com,2019-12-31 22:00:00+00:00,7eec587c28ade4cecdcc17f405a580d5,2019-12-31 22:00:00+00:00,,True
292,FW-14395,Fred Wasserman,Corporate,United States,Huntsville,Alabama,35810,South,3,79.75,23.49,2017-01-02,BRONZE,fred.wasserman@example.com,2019-12-31 22:00:00+00:00,82bfe8fa74dca69c9d9d2236fb05a45d,2019-12-31 22:00:00+00:00,,True
847,FW-20182,Felix Weber,Home Office,United States,Chicago,Illinois,60610,Central,11,5324.13,711.74,2020-01-15,PLATINUM,felix.weber@example.com,2020-01-15 06:30:00+00:00,d7e7878c0f3ac5294fd0f11ee4a11996,2020-01-15 06:30:00+00:00,,True
293,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,8,3919.78,840.9,2017-08-03,GOLD,george.ashbrook@example.com,2019-12-31 22:00:00+00:00,6cab92385c983345e588bae5adf9f62a,2019-12-31 22:00:00+00:00,,True
294,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,11,1398.38,136.71,2017-12-25,SILVER,guy.armstrong@example.com,2019-12-31 22:00:00+00:00,d751b63ca28014ff625eab28cbf00a24,2019-12-31 22:00:00+00:00,,True
295,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,11,1568.44,7.84,2017-10-29,SILVER,george.bell@example.com,2019-12-31 22:00:00+00:00,3f1547d9c63961ba880c7cbc2ef21c4d,2019-12-31 22:00:00+00:00,,True
296,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,5,4716.29,1135.84,2017-12-17,GOLD,giulietta.baptist@example.com,2019-12-31 22:00:00+00:00,9ed7df4f54defb579d2c90da799166f1,2019-12-31 22:00:00+00:00,,True
297,GD-14590,Giulietta Dortch,Corporate,United States,Arlington,Virginia,22204,South,4,1888.07,230.94,2017-12-25,SILVER,giulietta.dortch@example.com,2019-12-31 22:00:00+00:00,06e08cb909d051bccebd3f1ddc5e7070,2019-12-31 22:00:00+00:00,,True
298,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,9,2224.0,12.7,2017-11-17,SILVER,greg.guthrie@example.com,2019-12-31 22:00:00+00:00,c6c47047922631b762b9e8003ac2aa18,2019-12-31 22:00:00+00:00,,True
299,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653,Central,9,2819.47,-576.83,2017-10-16,GOLD,gary.hansen@example.com,2019-12-31 22:00:00+00:00,a525e0ac8d752b3d2baeff2a772c266d,2019-12-31 22:00:00+00:00,,True
300,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,4,4172.85,1176.42,2017-11-10,GOLD,gary.hwang@example.com,2019-12-31 22:00:00+00:00,1e4e25c989b46d51f99692bcb29748af,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
987,GH-14425,Gary Hwang,Corporate,United States,Tucson,Arizona,85705,West,8,6138.93,1297.02,2020-01-15,PLATINUM,gary.hwang@example.com,2020-01-15 06:30:00+00:00,80368ebb36a2a5e401b1cca816c9697f,2020-01-15 06:30:00+00:00,,True
